Parcel_ID,review,date,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,stories,add_mlbox,add_house,add_marker,add_Notvis,stsign_vis,streetligh,MIN_No,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_No,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,GeneralCon,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_None,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,lit_total,rec_id,ParcCount
M06 103,Alison,3/15/2017,1002 MAROLYN CIRCLE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880125?fileme=communitymapuga/attachments/1489598885574.jpg,NA,NA,NA,-81.93194293,32.81484586,0,0,0,Standard,0,NA,b124f81e-20ca-4813-b9a6-10c9f0eb5f31,1
M06 064,Allison,3/15/2017,0 ODOM STREET,no,975 Odom street,yes,single_family_att_garage,No,No,occupied,two,Yes,No,No,No,Yes,three_four,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880126?fileme=communitymapuga/attachments/1489599146159.jpg,NA,NA,NA,-81.93256395,32.81558986,1,0,1,Standard,0,NA,fdcd6e4e-970f-4912-9cc3-e0fdb3918beb,1
M06 047,Alison,3/15/2017,1048 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880127?fileme=communitymapuga/attachments/1489599362691.jpg,NA,NA,NA,-81.93316669,32.81630158,0,0,0,Standard,0,NA,01af8eb3-0392-46c6-8bc0-2a39b1199d78,1
M06 049,Alison,3/15/2017,1076 GRIMM AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880128?fileme=communitymapuga/attachments/1489599493207.jpg,NA,NA,NA,-81.93244736,32.81625066,0,0,0,Standard,0,NA,c445fe25-dfdf-4da8-ba1c-9e10dcc98276,1
M06 053,Alison,3/15/2017,1122 GRIMM AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880129?fileme=communitymapuga/attachments/1489599644139.jpg,NA,NA,NA,-81.93114088,32.81626658,0,0,0,Standard,0,NA,4702cdb8-d214-4a1b-b4f8-1dc280a2b908,1
M06 055,Allison,3/15/2017,1150 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880130?fileme=communitymapuga/attachments/1489599790371.jpg,NA,NA,NA,-81.93047113,32.81626035,0,0,0,Standard,0,NA,a5c4edc1-4902-4c7b-8522-3e8ab8bed5f3,1
M06 007,Alison,3/15/2017,1139 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880131?fileme=communitymapuga/attachments/1489600013926.jpg,NA,NA,NA,-81.93039947,32.81700041,0,0,0,Standard,0,NA,7e9445a0-647c-49b5-9dd9-ad6bea8203af,1
M06 012,Allison,3/15/2017,1087 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880132?fileme=communitymapuga/attachments/1489600123223.jpg,NA,NA,NA,-81.93183593,32.81698458,0,0,0,Standard,0,NA,48d65fd4-d666-4a5d-aaa4-24071aa41fe5,1
M06 016,Alison,3/15/2017,1045 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880133?fileme=communitymapuga/attachments/1489600254292.jpg,NA,NA,NA,-81.93322195,32.81697113,0,0,0,Standard,0,NA,1f6a61c1-dd4a-4688-9c45-3ad30466fea5,1
M06 020,Alison,3/15/2017,0 GRIMM AVENUE,no,1005 Grimm ave,yes,single_family_att_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880134?fileme=communitymapuga/attachments/1489600417107.jpg,NA,NA,NA,-81.93444608,32.81696726,0,0,0,Standard,0,NA,6ac2bc69-3312-42e7-9e3d-b926f4af7ce1,1
M06 025,Alison,3/15/2017,943 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880135?fileme=communitymapuga/attachments/1489600550624.jpg,NA,NA,NA,-81.93650771,32.81612447,0,0,0,Standard,0,NA,e83c86f1-d3e5-4faf-b574-21c04b6b38db,1
M06 036,Allison,3/15/2017,0 FRANKLYN PLACE,no,815 Franklin place,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880136?fileme=communitymapuga/attachments/1489600801589.jpg,NA,NA,NA,-81.93576214,32.81488149,0,0,0,Standard,0,NA,133194f8-8be3-4470-a321-a696661e81df,1
M06 032,Alison,3/15/2017,960 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,two,Yes,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880137?fileme=communitymapuga/attachments/1489601032923.jpg,NA,NA,NA,-81.93565824,32.8160675,0,0,0,Standard,0,NA,52e63526-74b3-480f-8910-7992afe10fea,1
M06 042,Allison,3/15/2017,959 PROGRESS PLACE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,No,No,Yes,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880138?fileme=communitymapuga/attachments/1489601191393.jpg,NA,NA,NA,-81.93456008,32.81577515,0,0,0,Standard,0,NA,790de178-ec02-4020-83e4-6fd815f9c3f6,1
M06 039,Alison,3/15/2017,927 PROGRESS PLACE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880139?fileme=communitymapuga/attachments/1489601314662.jpg,NA,NA,NA,-81.93492724,32.81478177,0,0,0,Standard,0,NA,1fb9b263-6ab9-4e6e-bebb-80822762c0bb,1
M06 037,Alison,3/15/2017,831 FRANKLYN PLACE,yes,NA,yes,single_family_att_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880140?fileme=communitymapuga/attachments/1489601449756.jpg,NA,NA,NA,-81.93542844,32.81471301,0,0,0,Standard,0,NA,4a0a2e2a-937e-4b90-9c62-7d1bcd31a18c,1
M06A018,Allison,3/15/2017,953 PLANTATION WAY,yes,NA,yes,single_family_att_garage,No,No,for_sale,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,Good condition,http://classic.o.io/api/v1/files/3880436?fileme=communitymapuga/attachments/1489585738573.jpg,NA,NA,NA,-81.93297538,32.81834099,0,0,0,Standard,0,NA,148377cb-d918-45fc-8862-e33fe0337c01,1
M06A024,Allison,3/15/2017,1045 PLANTATION WAY,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,Good condition,http://classic.o.io/api/v1/files/3880438?fileme=communitymapuga/attachments/1489585866568.jpg,NA,NA,NA,-81.93003371,32.81836924,0,0,0,Standard,0,NA,bca87f78-ad28-45e0-82a5-7e27b5568e31,1
M06A016,Allison,3/15/2017,0 PLANTATION WAY,no,828 Pinetree drive,yes,single_family_att_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,Good condition,http://classic.o.io/api/v1/files/3880563?fileme=communitymapuga/attachments/1489585577869.jpg,NA,NA,NA,-81.93392884,32.81833194,0,0,0,Standard,0,NA,a4e339c7-e9e0-4d88-9d75-7edd8a9a2f36,1
M03 023,Allison,3/15/2017,0 MORNINGSIDE CIRCLE,no,906 Jordan ave,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880564?fileme=communitymapuga/attachments/1489586170606.jpg,NA,NA,NA,-81.93466476,32.80980507,3,0,3,Substandard,0,NA,414781e5-2bab-4d8c-9663-84b16a242543,1
M03 031,Allison,3/15/2017,0 WALNUT STREET,no,963 Jordan ave,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,major_cleanup_,fair,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880566?fileme=communitymapuga/attachments/1489586290510.jpg,NA,NA,NA,-81.93529039,32.80987049,3,0,3,Substandard,1,NA,1a74d6b2-0736-451c-ae51-516e72287b80,1
M03 030,Allison,3/15/2017,0 WALNUT STREET,no,637 and 638 walnut ave,yes,multi_family,2,No,occupied,one,Yes,No,No,No,Yes,unsure,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880567?fileme=communitymapuga/attachments/1489586495520.jpg,NA,NA,NA,-81.9352753,32.80965069,3,0,3,Substandard,1,NA,097dde72-3d07-4074-987f-3e28f6b8720d,1
M03 029,Allison,3/15/2017,0 WALNUT STREET,no,628 and 624 walnut ave,yes,multi_family,2,No,occupied,one,Yes,Yes,No,No,Yes,unsure,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880568?fileme=communitymapuga/attachments/1489586671772.jpg,NA,NA,NA,-81.935265,32.80942872,3,0,3,Substandard,1,NA,42263390-dae4-4ed2-9e10-d7c659594a99,1
M03 028,Allison,3/15/2017,618 WALNUT STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880569?fileme=communitymapuga/attachments/1489586798688.jpg,http://classic.o.io/api/v1/files/3880570?fileme=communitymapuga/attachments/1489586810336.jpg,NA,NA,-81.93527997,32.80919796,0,0,0,Standard,0,NA,62ff8c3d-3c3d-4021-8853-bc4c948184c8,1
M03 008,M03,3/15/2017,537 MORNINGSIDE CIRCLE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880571?fileme=communitymapuga/attachments/1489586989770.jpg,NA,NA,NA,-81.93531901,32.80848433,0,0,0,Standard,0,NA,4f037f2e-a7a2-4984-9ba4-d213e9139b7b,1
M03 016,Allison,3/15/2017,608 MORNINGSIDE CIRCLE,yes,NA,yes,single_family__no_garage,No,No,occupied,two,Yes,Yes,No,No,Yes,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880572?fileme=communitymapuga/attachments/1489587363169.jpg,NA,NA,NA,-81.93455087,32.8088204,0,0,0,Standard,0,NA,7a7f4f7a-cd9a-44d5-96f9-9661bc51ccf3,1
M03 025,Alison,3/15/2017,623 MORNINGSIDE CIRCLE,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,No,one_two,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,major_cleanup_,good,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880574?fileme=communitymapuga/attachments/1489587575903.jpg,http://classic.o.io/api/v1/files/3880573?fileme=communitymapuga/attachments/1489587595303.jpg,NA,NA,-81.93488912,32.80935081,1,0,1,Standard,1,NA,7131e6cf-3a01-43c8-a143-0fef5f11bd27,1
M17 029,Allison,3/15/2017,0 HWY 25 SOUTH,yes,NA,no,multi_family,2,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880575?fileme=communitymapuga/attachments/1489588191179.jpg,NA,NA,NA,-81.95004945,32.79842145,0,0,0,Standard,1,NA,7748ffe0-5d5c-4c54-a003-85f3e1a7e635,1
M17 020,Allison,3/15/2017,508 HWY 25 SOUTH,yes,NA,no,single_family_att_garage,No,No,occupied,one,No,No,No,Yes,Yes,unsure,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,good,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880576?fileme=communitymapuga/attachments/1489588418998.jpg,NA,NA,NA,-81.94978146,32.79521998,0,0,0,Standard,1,NA,d2aea18b-1e99-4cfb-8726-a788c3823c05,1
M17 017,Alison,3/15/2017,552 HILLCREST STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880577?fileme=communitymapuga/attachments/1489588575931.jpg,NA,NA,NA,-81.94877735,32.79494875,0,0,0,Standard,0,NA,caeedbce-f0c6-4eb2-95ad-ce6afcc7a3ff,1
M17 014,Alison,3/15/2017,522 HILLCREST STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880578?fileme=communitymapuga/attachments/1489588706910.jpg,NA,NA,NA,-81.94827855,32.79564473,0,0,0,Standard,0,NA,c5f7f6a8-4c5d-4efd-9dff-7ea455653df0,1
M17 012,Alison,3/15/2017,214 ALABAMA AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,No,three_four,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880579?fileme=communitymapuga/attachments/1489588869961.jpg,NA,NA,NA,-81.94796778,32.79585151,2,2,4,Dilapidated,0,NA,ba5384d0-5488-4240-890b-f4bccaea25cc,1
M17 004,Allison,3/15/2017,632 LANE DRIVE,yes,NA,yes,single_family_att_garage,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,unsure,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880582?fileme=communitymapuga/attachments/1489589548043.jpg,NA,NA,NA,-81.94788822,32.79387991,0,0,0,Standard,0,NA,b0ab9345-8fcd-4a9f-9eef-b0b865f83197,1
M17 022,Alison,3/15/2017,521 HILLCREST STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880583?fileme=communitymapuga/attachments/1489589916080.jpg,NA,NA,NA,-81.94895191,32.79592148,0,0,0,Standard,0,NA,8421a155-26eb-426a-b09d-d7c895950d3c,1
M17 027,Alison,3/15/2017,442 HWY 25 SOUTH,yes,NA,no,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,unsure,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880584?fileme=communitymapuga/attachments/1489590160209.jpg,http://classic.o.io/api/v1/files/3880585?fileme=communitymapuga/attachments/1489590178245.jpg,NA,NA,-81.94952939,32.79567752,0,0,0,Standard,0,NA,63c8b31b-a555-4563-b8eb-718e3de9495d,1
M10 015,Alison,3/15/2017,341 S MASONIC STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880591?fileme=communitymapuga/attachments/1489591112747.jpg,NA,NA,NA,-81.93730713,32.79819112,0,0,0,Standard,1,NA,7a2eec54-485d-40c9-a2fc-62b4c4e01300,1
M10 014,Allison,3/15/2017,323 S MASONIC STREET,yes,NA,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880592?fileme=communitymapuga/attachments/1489591266232.jpg,NA,NA,NA,-81.93727292,32.79850147,0,0,0,Standard,2,NA,bd4e5541-8b99-430e-b3b6-7877565733dd,1
M06 074,Alison,3/15/2017,882 PROGRESS PLACE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880593?fileme=communitymapuga/attachments/1489597658513.jpg,NA,NA,NA,-81.93421155,32.81351607,0,0,0,Standard,0,NA,1e044cab-ed6e-4ce5-9b17-afe6fbf1eb65,1
M06 071,Alison,3/15/2017,932 PROGRESS PLACE,yes,NA,yes,single_family_att_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,overgrown__inc,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880594?fileme=communitymapuga/attachments/1489597867348.jpg,NA,NA,NA,-81.93403417,32.81451418,1,0,1,Standard,0,NA,c2e10496-15da-4bfe-ab21-b9018de7cf4f,1
M06 068,Alison,3/15/2017,960 PROGRESS PLACE,yes,NA,no,vacant,No,No,vacant_unoccup,NA,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,overgrown__inc,No,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880596?fileme=communitymapuga/attachments/1489598024279.jpg,NA,NA,NA,-81.93319069,32.81516928,0,0,0,Standard,0,NA,ecfdef24-cecb-477f-9020-f69dff4820f6,1
M06 089,Allison,3/15/2017,957 MAROLYN CIRCLE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880597?fileme=communitymapuga/attachments/1489598231853.jpg,NA,NA,NA,-81.93341084,32.81434968,0,0,0,Standard,0,NA,4caabb54-38e4-4512-9083-ab2a0c625f13,1
M06 094,Alison,3/15/2017,929 N MASONIC STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,two,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880603?fileme=communitymapuga/attachments/1489598422484.jpg,NA,NA,NA,-81.93247911,32.81389358,0,0,0,Standard,0,NA,9e9adf57-00f9-483a-a7bb-1fd8309b76a3,1
M06 098,Alison,3/15/2017,973 N MASONIC STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,two,Yes,Yes,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880609?fileme=communitymapuga/attachments/1489598579729.jpg,NA,NA,NA,-81.93142409,32.81446098,0,0,0,Standard,0,NA,81b40f27-6a30-4940-8371-ab94328aca7b,1
M06 101,Alison,3/15/2017,1036 MAROLYN CIRCLE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880610?fileme=communitymapuga/attachments/1489598793039.jpg,NA,NA,NA,-81.93126368,32.81507722,0,0,0,Standard,0,NA,44173052-7298-4b26-a372-936235b847ce,1
M06 061,Alison,3/15/2017,1023 MAROLYN CIRCLE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3880611?fileme=communitymapuga/attachments/1489599038308.jpg,NA,NA,NA,-81.93156252,32.81569644,0,0,0,Standard,0,NA,b3335bce-bb5c-40d1-9261-d29ae97d3de8,1
M10 017,Alison,3/15/2017,705 ROSS AVENUE,yes,NA,yes,multi_family,2,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3888865?fileme=communitymapuga/attachments/1489590922528.jpg,NA,NA,NA,-81.93816126,32.79830825,3,0,3,Substandard,0,NA,ca87e762-8e77-4fe4-a548-0aa7852b5026,1
M06 045,Alison,3/15/2017,935 ODOM STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,one,No,No,Yes,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3888868?fileme=communitymapuga/attachments/1489599277772.jpg,NA,NA,NA,-81.93419865,32.81631824,0,0,0,Standard,0,NA,482ebfbe-ff43-4a7e-97c8-649e75c66a33,1
M06 048,Allison,3/15/2017,1060 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3888875?fileme=communitymapuga/attachments/1489599395490.jpg,NA,NA,NA,-81.93278784,32.81626495,0,0,0,Standard,0,NA,1a85bcb3-c42d-455b-b788-3c8316f69d0c,1
M06 052,Alison,3/15/2017,0 GRIMM AVENUE,no,1110 Grimm avenue,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3888877?fileme=communitymapuga/attachments/1489599563570.jpg,NA,NA,NA,-81.93154738,32.81626113,0,0,0,Standard,0,NA,46c4d36f-d833-43a7-90da-f853580d943c,1
M06 054,Alison,3/15/2017,1132 GRIMM AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/3888879?fileme=communitymapuga/attachments/1489599713190.jpg,NA,NA,NA,-81.93081033,32.81625189,0,0,0,Standard,0,NA,54f51304-401f-483f-af30-08095bc82dd2,1
