Parcel_ID,review,date,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,stories,add_mlbox,add_house,add_marker,add_Notvis,stsign_vis,streetligh,MIN_No,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_No,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,GeneralCon,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_None,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,lit_total,rec_id,ParcCount
M22 023,"Katherine Pincura

",6/14/2016,608 HERNDON STREET,no,235 Johnson,yes,single_family__no_garage,No,No,occupied,one,Yes,Yes,No,No,Yes,four_plus,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1928528?fileme=communitymapuga/attachments/1465927868446.jpg,http://classic.o.io/api/v1/files/1928526?fileme=communitymapuga/attachments/1465928476585.jpg,NA,http://classic.o.io/api/v1/files/1928527?fileme=communitymapuga/attachments/1465928495823.jpg,-81.95085689,32.80721502,9,5,14,Dilapidated,0,NA,1c72fce4-c6df-445a-b798-e36a0fa1de02,2
M22 017,"K

",6/14/2016,0 GILMER/DREXEL AVENUE,no,Neal Ave and Johnson,no,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,four_plus,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,major_cleanup_,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1928534?fileme=communitymapuga/attachments/1465929719854.jpg,http://classic.o.io/api/v1/files/1928536?fileme=communitymapuga/attachments/1465929745690.jpg,http://classic.o.io/api/v1/files/1928535?fileme=communitymapuga/attachments/1465929840658.jpg,NA,-81.9491406,32.80723114,8,5,13,Dilapidated,0,NA,a1699171-8ad4-40fd-b305-ff4b265a5b49,2
M22 017,K,6/14/2016,0 GILMER/DREXEL AVENUE,no,None,no,single_family__no_garage,No,No,for_rent,one,No,No,No,Yes,Yes,four_plus,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,needs_to_be_mo,poor,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1928538?fileme=communitymapuga/attachments/1465930186593.jpg,http://classic.o.io/api/v1/files/1928539?fileme=communitymapuga/attachments/1465930211258.jpg,http://classic.o.io/api/v1/files/1928540?fileme=communitymapuga/attachments/1465930236205.jpg,NA,-81.94913477,32.80667865,7,5,12,Dilapidated,1,NA,98fd74b4-3204-4655-b8f8-4929bb5f6b0c,2
M22 015,K,6/14/2016,538 GILMER STREET,no,179 Johnson,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,Yes,four_plus,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1928548?fileme=communitymapuga/attachments/1465933233225.jpg,http://classic.o.io/api/v1/files/1928550?fileme=communitymapuga/attachments/1465933249276.jpg,http://classic.o.io/api/v1/files/1928549?fileme=communitymapuga/attachments/1465933268855.jpg,NA,-81.94921777,32.80607148,6,3,9,Dilapidated,0,NA,2b397fe8-1ec2-4757-8ae5-9985ef76417a,3
M13 112,Allison Drew,6/20/2016,729 OLD WAYNESBORO ROAD,no,Unknown,no,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,Yes,three_four,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976797?fileme=communitymapuga/attachments/1466445748200.jpg,NA,NA,NA,-81.9473661,32.8092777,3,0,3,Substandard,0,NA,c6f3c5fa-57a4-4821-844d-5378c48b6e90,2
M20 003,Allison Drew,6/20/2016,0 HWY 25 NORTH,no,151 HWY 25 North,yes,single_family__no_garage,No,No,vacant_unoccup,one,No,Yes,No,No,No,unsure,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,satisfactory,poor,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976798?fileme=communitymapuga/attachments/1466451643230.jpg,NA,NA,NA,-81.94818564,32.81306632,4,4,8,Dilapidated,1,NA,d53f715c-f9f2-4bdc-b2a3-1f6798294060,2
M20 003,Allison Drew,6/20/2016,0 HWY 25 NORTH,no,Unknown,no,single_family__no_garage,No,No,vacant_unoccup,one,No,No,No,Yes,No,unsure,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,satisfactory,poor,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976812?fileme=communitymapuga/attachments/1466451830413.jpg,http://classic.o.io/api/v1/files/1976811?fileme=communitymapuga/attachments/1466451842245.jpg,http://classic.o.io/api/v1/files/1976813?fileme=communitymapuga/attachments/1466451864930.jpg,NA,-81.94785741,32.81331721,7,4,11,Dilapidated,1,NA,220c2200-3ef3-492f-805e-1aba63f46fa5,2
M13 112,Allison Drew,6/20/2016,729 OLD WAYNESBORO ROAD,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,three_four,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979623?fileme=communitymapuga/attachments/1466445572809.jpg,http://classic.o.io/api/v1/files/1979625?fileme=communitymapuga/attachments/1466445580376.jpg,http://classic.o.io/api/v1/files/1979624?fileme=communitymapuga/attachments/1466445617859.jpg,NA,-81.94776957,32.80933985,2,1,3,Substandard,0,NA,940eecae-4c63-4d59-8dd0-52f72ee31c03,2
M13 100,Allison Drew,6/20/2016,0 OLD WAYNESBORO ROAD,no,Unknown,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979642?fileme=communitymapuga/attachments/1466446570550.jpg,http://classic.o.io/api/v1/files/1979640?fileme=communitymapuga/attachments/1466446584192.jpg,http://classic.o.io/api/v1/files/1979641?fileme=communitymapuga/attachments/1466446622926.jpg,NA,-81.94609819,32.8079112,7,5,12,Dilapidated,0,NA,a6b11801-ee7b-4fbe-99e9-7fd088fcc440,2
M13 100,Allison Drew,6/20/2016,0 OLD WAYNESBORO ROAD,no,614 Academy Ave,no,mobile_home_mult_parcels,No,No,unknown,one,No,Yes,No,No,Yes,three_four,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979644?fileme=communitymapuga/attachments/1466446909130.jpg,http://classic.o.io/api/v1/files/1979643?fileme=communitymapuga/attachments/1466446915862.jpg,NA,NA,-81.94645489,32.80805016,4,0,4,Dilapidated,0,NA,f2460cd3-4b29-4946-8054-f9ff5cff9658,2
M20 036B,Mandy,6/21/2016,436 MCCOMB DRIVE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982336?fileme=communitymapuga/attachments/1466522626194.jpg,http://classic.o.io/api/v1/files/1982335?fileme=communitymapuga/attachments/1466522657512.jpg,NA,NA,-81.95381091,32.81087034,0,0,0,Standard,1,NA,ef69434a-f321-4977-bc8e-28b4b3f22db5,3
M20 036B,Mandy,6/21/2016,436 MCCOMB DRIVE,yes,NA,yes,mobile_home_mult_parcels,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982337?fileme=communitymapuga/attachments/1466522766693.jpg,http://classic.o.io/api/v1/files/1982338?fileme=communitymapuga/attachments/1466522789495.jpg,NA,NA,-81.95380411,32.81087723,0,0,0,Standard,0,NA,da100865-40ce-45aa-8d75-63b0ffc7263c,3
M20 036C,Mandy,6/21/2016,441 MLKJ AVENUE,no,444 McComb drive,yes,mobile_home_mult_parcels,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982340?fileme=communitymapuga/attachments/1466522997382.jpg,http://classic.o.io/api/v1/files/1982341?fileme=communitymapuga/attachments/1466523012227.jpg,NA,NA,-81.95407128,32.81096608,3,0,3,Substandard,0,NA,b8caee94-96f8-463d-9b5a-ee59b0e2051d,2
M20 045,Pam,6/21/2016,339 MCCOMB DRIVE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982344?fileme=communitymapuga/attachments/1466520007082.jpg,NA,NA,NA,-81.95253286,32.81118328,0,0,0,Standard,0,NA,885e0a73-a12e-4c8f-b59a-ab20b2f963df,2
M20 045,Pam,6/21/2016,339 MCCOMB DRIVE,yes,NA,no,single_family__no_garage,No,No,unknown,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,CanNot see house or yard,http://classic.o.io/api/v1/files/1982345?fileme=communitymapuga/attachments/1466520218647.jpg,NA,NA,NA,-81.95214243,32.81122846,0,0,0,Standard,0,NA,22e648d6-74c6-41cb-8d65-9f9df3fab9d4,2
M20 069,Mandy,6/21/2016,526 JENNIFER LANE,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982349?fileme=communitymapuga/attachments/1466530145477.jpg,NA,NA,NA,-81.95511186,32.8117018,0,1,1,Substandard,0,NA,5a44eeb9-451f-4e78-ac56-04ac99a81135,2
M20 066,Mandy,6/21/2016,505 JENNIFER LANE,yes,NA,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982355?fileme=communitymapuga/attachments/1466524374745.jpg,http://classic.o.io/api/v1/files/1982357?fileme=communitymapuga/attachments/1466524434994.jpg,http://classic.o.io/api/v1/files/1982356?fileme=communitymapuga/attachments/1466524469630.jpg,NA,-81.95459112,32.81206814,0,0,0,Standard,0,NA,1ceccbd8-7e0c-4fb2-b038-008ba72cbd9e,2
M20 062,K,6/21/2016,507 JOSH COURT,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,Yes,three_four,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,Yes,Yes,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1982358?fileme=communitymapuga/attachments/1466533189897.jpg,http://classic.o.io/api/v1/files/1982360?fileme=communitymapuga/attachments/1466533199064.jpg,http://classic.o.io/api/v1/files/1982359?fileme=communitymapuga/attachments/1466533207765.jpg,NA,-81.95476099,32.813047,3,1,4,Substandard,2,NA,3098627f-3cf7-4f3f-bd71-1806a0203dcd,2
M20 069,Becky,6/21/2016,526 JENNIFER LANE,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1982361?fileme=communitymapuga/attachments/1466530156887.jpg,http://classic.o.io/api/v1/files/1982362?fileme=communitymapuga/attachments/1466530193117.jpg,http://classic.o.io/api/v1/files/1982363?fileme=communitymapuga/attachments/1466530221056.jpg,NA,-81.95528739,32.81150756,5,1,6,Dilapidated,0,NA,b40a7703-f55f-4a2d-ade0-23950be4bcda,2
M20 062,K,6/21/2016,507 JOSH COURT,yes,NA,yes,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,satisfactory,poor,No,No,Yes,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1982364?fileme=communitymapuga/attachments/1466533510480.jpg,NA,NA,NA,-81.95426026,32.81322622,0,3,3,Dilapidated,1,NA,7742e3b0-5eed-443a-a78d-a4f15c458c5d,2
M24 005B,K,6/21/2016,564 MLKJ AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,No,three_four,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,Yes,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1982367?fileme=communitymapuga/attachments/1466534110797.jpg,http://classic.o.io/api/v1/files/1982365?fileme=communitymapuga/attachments/1466534127497.jpg,http://classic.o.io/api/v1/files/1982366?fileme=communitymapuga/attachments/1466534141265.jpg,NA,-81.95685277,32.8102166,2,2,4,Dilapidated,1,NA,38e3b7b4-0f41-474a-8f5e-21ea574c7d9e,2
M24 005B,K,6/21/2016,564 MLKJ AVENUE,no,Unknown,no,mobile_home_mult_parcels,No,No,unknown,one,No,No,No,Yes,No,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,major_cleanup_,poor,No,Yes,Yes,No,No,No,Yes,Lots of junk,http://classic.o.io/api/v1/files/1982372?fileme=communitymapuga/attachments/1466534351760.jpg,http://classic.o.io/api/v1/files/1982371?fileme=communitymapuga/attachments/1466534365531.jpg,http://classic.o.io/api/v1/files/1982373?fileme=communitymapuga/attachments/1466534378877.jpg,NA,-81.95668089,32.81034558,0,3,3,Dilapidated,2,NA,a5387665-75d7-41f5-959c-1f521f71fff6,2
M24 004,Becky,6/21/2016,532 MLKJ AVENUE,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,No,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,Yes,No,No,No,Yes,Junk cars and tires in yard.,http://classic.o.io/api/v1/files/1982378?fileme=communitymapuga/attachments/1466534766390.jpg,http://classic.o.io/api/v1/files/1982379?fileme=communitymapuga/attachments/1466534812172.jpg,http://classic.o.io/api/v1/files/1982377?fileme=communitymapuga/attachments/1466534841956.jpg,NA,-81.95586318,32.81010826,0,0,0,Standard,1,NA,63cb4064-2e9c-4007-a754-a0d913510626,3
M24 003,Katherine,6/21/2016,0 MLKJ AVENUE,no,Unknown,no,vacant,No,No,vacant_unoccup,NA,No,No,No,Yes,No,three_four,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,major_cleanup_,No,No,Yes,Yes,No,No,No,Yes,Home burned down,http://classic.o.io/api/v1/files/1982402?fileme=communitymapuga/attachments/1466535498731.jpg,NA,NA,NA,-81.95517654,32.80994066,0,0,0,Standard,2,NA,5f8c68a8-8f67-47a0-9e78-27c524ae9b6a,2
M24 003,K,6/21/2016,0 MLKJ AVENUE,no,522 MLK,yes,mobile_home_mult_parcels,No,No,occupied,one,Yes,No,No,No,No,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,Yes,No,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1982404?fileme=communitymapuga/attachments/1466535633146.jpg,http://classic.o.io/api/v1/files/1982403?fileme=communitymapuga/attachments/1466535648800.jpg,NA,NA,-81.95546541,32.80981717,0,1,1,Substandard,1,NA,bcdce3d9-325d-4152-9ed2-a5e1e3f1e6e1,2
M24 003A,K,6/21/2016,514 MLKJ AVENUE,no,Unknown,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,No,one_two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,needs_to_be_mo,poor,No,No,Yes,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1982405?fileme=communitymapuga/attachments/1466535827401.jpg,http://classic.o.io/api/v1/files/1982407?fileme=communitymapuga/attachments/1466535846514.jpg,http://classic.o.io/api/v1/files/1982408?fileme=communitymapuga/attachments/1466535859917.jpg,http://classic.o.io/api/v1/files/1982406?fileme=communitymapuga/attachments/1466535871932.jpg,-81.95484922,32.8107435,1,5,6,Dilapidated,1,NA,b54d08bb-c0af-4f97-b873-9b9a328f3607,2
M08 008,LME,6/6/2016,0 BARNEY AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,needs_to_be_mo,fair,Yes,No,Yes,No,Yes,No,No,None this is a test,http://classic.o.io/api/v1/files/1985281?fileme=communitymapuga/attachments/1465238312441.jpg,NA,NA,NA,-81.93511056,32.80875498,1,1,2,Substandard,2,NA,20a95dc0-bde0-4692-8953-212105a98519,2
M21 029,Robin,6/21/2016,204 BROWN AVENUE,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,No,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,House sits on Parcel 29 & 30,http://classic.o.io/api/v1/files/1985303?fileme=communitymapuga/attachments/1466551866456.jpg,NA,NA,NA,-81.95040976,32.80890338,0,0,0,Standard,0,NA,221ab2e3-95d4-4a28-a4d3-599014374dc7,2
M21 028,Robin,6/21/2016,217 BROWN AVENUE,yes,NA,yes,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,No,one_two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,poor,No,Yes,Yes,No,No,No,Yes,Single wide mobile home behind abandoned shack,http://classic.o.io/api/v1/files/1985304?fileme=communitymapuga/attachments/1466552357378.jpg,NA,NA,NA,-81.95016928,32.80927619,1,0,1,Standard,2,NA,dfa79f56-330b-4e3c-a46c-75c770849532,3
M21 025,Robin,6/21/2016,846 HERNDON STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,Green house black shutters,http://classic.o.io/api/v1/files/1985305?fileme=communitymapuga/attachments/1466552976707.jpg,NA,NA,NA,-81.95098934,32.80973082,0,0,0,Standard,0,NA,daef14b3-d1f9-4e7d-9103-d6b5b9d1ee23,2
M08 008,Test,6/6/2016,0 BARNEY AVENUE,yes,NA,no,mobile_home_mult_parcels,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,four_plus,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,overgrown__inc,poor,No,No,No,Yes,No,No,No,Test run.,http://classic.o.io/api/v1/files/1985889?fileme=communitymapuga/attachments/1465238319270.jpg,NA,NA,NA,-81.93525859,32.80890407,2,2,4,Dilapidated,0,NA,711a410c-3562-40c3-8f0a-e5a2f5cb75e3,2
M12 118,Becky,6/22/2016,1142 HOLMES DRIVE,no,Unknown,no,vacant,No,No,unknown,NA,No,No,No,Yes,No,one_two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,major_cleanup_,No,No,Yes,Yes,No,No,Yes,No,None,http://classic.o.io/api/v1/files/1985922?fileme=communitymapuga/attachments/1466604224349.jpg,NA,NA,NA,-81.94571274,32.81373199,0,0,0,Standard,2,NA,f9ff267e-661e-4f5b-95aa-6be9097a29ab,2
M12 104,K,6/22/2016,0 RAILROAD/HOLMES ST,no,Unknown,no,vacant,No,No,vacant_unoccup,NA,No,No,No,Yes,No,four_plus,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,major_cleanup_,No,No,Yes,Yes,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1985945?fileme=communitymapuga/attachments/1466605887075.jpg,NA,NA,NA,-81.94542444,32.81487686,0,0,0,Standard,2,NA,bcd1f83b-aefb-40ca-a09f-65183429c436,2
M21 031,Jacinda,6/21/2016,202 BROWN AVENUE,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,No,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986343?fileme=communitymapuga/attachments/1466551613307.jpg,NA,NA,NA,-81.95001068,32.80952079,0,0,0,Standard,0,NA,ff951c25-7961-4eff-aa15-d5692a852d3b,2
M21 028,Jacinda,6/21/2016,217 BROWN AVENUE,no,Unknown,no,other,No,Condemned house,vacant_unoccup,one,No,No,No,Yes,No,one_two,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,major_cleanup_,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986344?fileme=communitymapuga/attachments/1466551938224.jpg,NA,NA,NA,-81.95016378,32.80893117,11,6,17,Dilapidated,0,NA,49a45c9c-f2d7-457d-8531-539b041165e4,3
M21 027,Jacinda,6/21/2016,0 BROWN AVENUE,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,No,one_two,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986345?fileme=communitymapuga/attachments/1466552233439.jpg,NA,NA,NA,-81.95036395,32.80894051,2,0,2,Substandard,1,NA,aeea2763-4982-4fd5-ae75-0521bdd28d96,2
M21 042,Jacinda,6/21/2016,905 HERNDON/BROWN,yes,NA,yes,single_family__no_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986348?fileme=communitymapuga/attachments/1466553027055.jpg,NA,NA,NA,-81.95134715,32.81023465,0,0,0,Standard,0,NA,ef195504-49e3-48b0-bb5c-ef85bccc0cb7,2
M21 078,Jacinda,6/21/2016,319 BROWN AVENUE,yes,NA,no,single_family__no_garage,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,one_two,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,overgrown__inc,poor,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986349?fileme=communitymapuga/attachments/1466553538537.jpg,NA,NA,NA,-81.95152601,32.80980225,10,4,14,Dilapidated,1,NA,2c3181de-e522-47f7-b527-05232107e724,2
M21 091,Jacinda,6/21/2016,0 COOPER LANE,no,Unknown,no,mobile_home_single_parcels,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986354?fileme=communitymapuga/attachments/1466554568488.jpg,NA,NA,NA,-81.95458155,32.80951991,1,1,2,Substandard,0,NA,e76bffc6-9406-49b4-bf9c-052d28ce3616,2
M21 089,Jacinda,6/21/2016,0 COOPER LANE,no,Unknown,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986359?fileme=communitymapuga/attachments/1466554719673.jpg,NA,NA,NA,-81.95355686,32.8093743,2,2,4,Dilapidated,0,NA,3064df89-6219-4dc4-9e19-ebdbb3941592,2
M21 092,Jacinda,6/21/2016,0 COOPER LANE,no,Unknown,no,mobile_home_single_parcels,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,one_two,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,major_cleanup_,poor,No,No,No,No,No,Yes,No,None,http://classic.o.io/api/v1/files/1986360?fileme=communitymapuga/attachments/1466554858620.jpg,NA,NA,NA,-81.95415731,32.8095797,13,8,21,Dilapidated,0,NA,682e1db8-65f2-4c58-ba2f-0bb7261358da,2
M13 005,Art is,6/22/2016,0 PLUM AVENUE,no,907 Old Waynesboro Road,yes,single_family_att_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1986948?fileme=communitymapuga/attachments/1466616459735.jpg,http://classic.o.io/api/v1/files/1986949?fileme=communitymapuga/attachments/1466616480069.jpg,NA,NA,-81.94117287,32.80797867,1,0,1,Standard,0,NA,07fbfe39-de1b-4d17-a533-6424508ecfec,2
M13 085,Katie,6/22/2016,218 GRANT AVENUE,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,four_plus,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,needs_to_be_mo,poor,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986950?fileme=communitymapuga/attachments/1466618336095.jpg,http://classic.o.io/api/v1/files/1986951?fileme=communitymapuga/attachments/1466618348393.jpg,http://classic.o.io/api/v1/files/1986952?fileme=communitymapuga/attachments/1466618362414.jpg,NA,-81.94635429,32.81018878,1,3,4,Dilapidated,1,NA,58807bdb-4e4d-441a-aa0e-83647cba57c1,2
