Parcel_ID,review,date,address,add_ver,add_rev,proptype,othertype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,ParcCount,rec_id,Landlord
M0060170000,SDP,6/17/2017,507 LAUNIUS AVENUE,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609574?fileNome=communitymapuga/attachments/1497721242518.jpg,No,No,No,33.80235705,-83.72004188,0,0,0,Standard,0,1,M00601700001,0
M0060174000,SDP,6/17/2017,142 PERRY STREET,Yes,No,Apartment,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609648?fileNome=communitymapuga/attachments/1497722777452.jpg,http://classic.oNo.io/api/v1/files/4609649?fileNome=communitymapuga/attachments/1497722787859.jpg,No,No,33.80148112,-83.72061581,0,0,0,Standard,0,1,M00601740001,0
M0060176000,SDP,6/17/2017,508 GREEN STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609638?fileNome=communitymapuga/attachments/1497720899008.jpg,No,No,No,33.80144089,-83.72112377,0,0,0,Standard,0,1,M00601760001,0
M0060177000,SDP,6/17/2017,512 GREEN STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609652?fileNome=communitymapuga/attachments/1497721024800.jpg,No,No,No,33.80159208,-83.72131045,0,0,0,Standard,0,1,M00601770001,0
M0060181000,SDP,6/17/2017,526 GREEN STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.oNo.io/api/v1/files/4609579?fileNome=communitymapuga/attachments/1497721997319.jpg,No,No,No,33.80225342,-83.722149,0,0,0,Standard,0,1,M00601810001,0
M0060183000,Sdp,6/17/2017,0 GREEN STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609629?fileNome=communitymapuga/attachments/1497721488718.jpg,No,No,No,33.80286279,-83.72291692,0,0,0,Standard,1,1,M00601830001,0
M0060184000,SDP,6/17/2017,547 GREEN STREET,No,545 Green Street,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.oNo.io/api/v1/files/4609586?fileNome=communitymapuga/attachments/1497723582633.jpg,No,No,No,33.80246746,-83.72336614,0,0,0,Standard,0,3,M00601840003,0
M0060187000,SDP,6/17/2017,537 GREEN STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609666?fileNome=communitymapuga/attachments/1497722462449.jpg,http://classic.oNo.io/api/v1/files/4609667?fileNome=communitymapuga/attachments/1497722470867.jpg,No,No,33.80193881,-83.72268755,0,0,0,Standard,0,1,M00601870001,0
M0060189000,SDP,6/17/2017,521 GREEN STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609644?fileNome=communitymapuga/attachments/1497721770070.jpg,No,No,No,33.80164425,-83.72230824,0,0,0,Standard,0,1,M00601890001,0
M0060193000,SDP,6/17/2017,509 GREEN STREET,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Fair,No,http://classic.oNo.io/api/v1/files/4609650?fileNome=communitymapuga/attachments/1497720827226.jpg,No,No,No,33.8010613,-83.72155978,0,1,1,Standard,1,1,M00601930001,0
M0060194000,SDP,6/17/2017,505 GREEN STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Fair,No,http://classic.oNo.io/api/v1/files/4609646?fileNome=communitymapuga/attachments/1497720543766.jpg,http://classic.oNo.io/api/v1/files/4609647?fileNome=communitymapuga/attachments/1497720557245.jpg,No,No,33.800909,-83.72136321,0,0,0,Standard,3,1,M00601940001,0
M0060195000,SDP,6/17/2017,0 GREEN STREET,No,N/A,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609637?fileNome=communitymapuga/attachments/1497720616292.jpg,No,No,No,33.8007676,-83.7211839,0,0,0,Standard,0,1,M00601950001,0
M0060196000,SDP,6/17/2017,506 KING STREET,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609539?fileNome=communitymapuga/attachments/1497720653457.jpg,No,No,No,33.8013563,-83.72267313,0,0,0,Standard,0,1,M00601960001,0
M0060196000,Sdp,6/17/2017,506 KING STREET,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.8013563,-83.72267313,0,0,0,Standard,0,2,M00601960002,0
M0060197000,Sdp,6/17/2017,321 MAYFIELD DRIVE,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Basketball court,http://classic.oNo.io/api/v1/files/4609538?fileNome=communitymapuga/attachments/1497720678371.jpg,No,No,No,33.80298423,-83.72535489,0,0,0,Standard,0,1,M00601970001,0
M0060198000,Chris,6/17/2017,557 GREEN STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609534?fileNome=communitymapuga/attachments/1497720608015.jpg,No,No,No,33.80249462,-83.72491799,0,0,0,Standard,0,1,M00601980001,0
M0060199000,Chris,6/17/2017,0 GREEN STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609535?fileNome=communitymapuga/attachments/1497720793974.jpg,No,No,No,33.80267564,-83.72392216,0,0,0,Standard,0,1,M00601990001,0
M0060200000,Sdp,6/17/2017,308 CARVER DRIVE,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609542?fileNome=communitymapuga/attachments/1497720873192.jpg,No,No,No,33.80252709,-83.72413667,0,0,0,Standard,0,1,M00602000001,0
M0060201000,Chris,6/17/2017,312 CARVER DRIVE,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609536?fileNome=communitymapuga/attachments/1497720903437.jpg,No,No,No,33.80235956,-83.72432757,0,0,0,Standard,0,1,M00602010001,0
M0060204000,Sdp,6/17/2017,0 CARVER DRIVE,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Fair,No,No,No,No,No,33.80187599,-83.72489568,0,0,0,Standard,2,1,M00602040001,0
M0060205000,SDP,6/17/2017,501 KING STREET,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609528?fileNome=communitymapuga/attachments/1497720724512.jpg,No,No,No,33.80093856,-83.72310354,0,0,0,Standard,0,1,M00602050001,0
M0060207000,Benjamin,6/26/2017,445 PINE KNOLL,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4678972?fileNome=communitymapuga/attachments/1498506513760.jpg,No,No,No,33.79966592,-83.72150889,0,0,0,Standard,0,1,M00602070001,0
M0060208000,Benjamin,6/26/2017,443 PINE KNOLL,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4678969?fileNome=communitymapuga/attachments/1498506462206.jpg,No,No,No,33.79949673,-83.72128557,0,0,0,Standard,0,1,M00602080001,0
M0060209000,Benjamin,6/26/2017,441 PINE KNOLL,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4678966?fileNome=communitymapuga/attachments/1498506383699.jpg,No,No,No,33.79929958,-83.72104725,0,0,0,Standard,0,1,M00602090001,0
M0060210000,Chris,6/26/2017,0 PINE KNOLL,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.79964696,-83.72059676,0,0,0,Standard,0,1,M00602100001,0
M0060211000,Chris,6/26/2017,442 PINE KNOLL,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4678949?fileNome=communitymapuga/attachments/1498506453337.jpg,No,No,No,33.79978974,-83.72078902,0,0,0,Standard,0,1,M00602110001,0
M0060212000,Benjamin,6/26/2017,0 PINE KNOLL,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.79990714,-83.72094941,0,0,0,Standard,0,1,M00602120001,0
M0060213000,Benjamin,6/26/2017,209 PERRY STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4678964?fileNome=communitymapuga/attachments/1498506237923.jpg,No,No,No,33.80012074,-83.72120083,0,0,0,Standard,0,1,M00602130001,0
M0060214000,Benjamin,6/26/2017,205 PERRY STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4678961?fileNome=communitymapuga/attachments/1498506178253.jpg,No,No,No,33.80036276,-83.72075493,0,0,0,Standard,0,1,M00602140001,0
M0060215000,Benjamin,6/26/2017,0,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.79994849,-83.72026646,0,0,0,Standard,0,1,M00602150001,0
M0060218000,SDP,6/17/2017,143 PERRY STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609668?fileNome=communitymapuga/attachments/1497723125614.jpg,No,No,No,33.80091658,-83.72031849,0,0,0,Standard,0,1,M00602180001,0
M0060221000,SDP,6/17/2017,133 PERRY STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609653?fileNome=communitymapuga/attachments/1497723307793.jpg,No,No,No,33.80112767,-83.71940546,0,0,0,Standard,0,1,M00602210001,0
M0060222000,SDP,6/17/2017,129 PERRY STREET,Yes,No,Apartment,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609670?fileNome=communitymapuga/attachments/1497723490490.jpg,No,No,No,33.80124278,-83.71925059,0,0,0,Standard,0,1,M00602220001,0
M0060223000,SDP,6/17/2017,0 PERRY STREET,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609655?fileNome=communitymapuga/attachments/1497723508399.jpg,No,No,No,33.80127667,-83.71910852,0,0,0,Standard,0,1,M00602230001,0
M0060225000,SDP,6/17/2017,0 PERRY STREET,No,N/A,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609671?fileNome=communitymapuga/attachments/1497723705145.jpg,No,No,No,33.8015027,-83.71893262,0,0,0,Standard,1,1,M00602250001,0
M0060231000,Benjamin,6/26/2017,0 WALTON STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.79843139,-83.72066348,0,0,0,Standard,1,1,M00602310001,0
M0060305000,SDP,6/17/2017,753 RIDGE ROAD,Yes,No,Apartment,No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609551?fileNome=communitymapuga/attachments/1497722141654.jpg,No,No,No,33.79630112,-83.72536855,0,0,0,Standard,0,1,M00603050001,0
M0060306000,SDP,6/17/2017,600 RIDGE ROAD,Yes,No,Apartment,No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609552?fileNome=communitymapuga/attachments/1497722297066.jpg,No,No,No,33.79711248,-83.72377081,0,0,0,Standard,0,1,M00603060001,0
M0060309000,SDP,6/17/2017,766 RIDGE ROAD,Yes,No,Apartment,No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4609533?fileNome=communitymapuga/attachments/1497722227553.jpg,No,No,No,33.79713339,-83.7257517,0,0,0,Standard,1,1,M00603090001,0
M0070017000,Benjamin,7/25/2017,0 MCDANIEL STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.78803834,-83.73505423,0,0,0,Standard,1,1,M00700170001,0
M0070020000,Benjamin,7/25/2017,0 MCDANIEL STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.78892523,-83.732387,0,0,0,Standard,1,1,M00700200001,0
M0070027000,Benjamin,8/9/2017,215 BREEDLOVE DRIVE,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.78989874,-83.7329791,0,0,0,Standard,0,1,M00700270001,0
M0070042A00,Benjamin,7/3/2017,0 HOLLY HILL ROAD,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.79298373,-83.72770336,0,0,0,Standard,1,1,M0070042A001,0
M0070043000,Benjamin,7/3/2017,920 HOLLY HILL ROAD,Yes,No,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712593?fileNome=communitymapuga/attachments/1499112053575.jpg,No,No,No,33.7926208,-83.72780041,0,0,0,Standard,0,1,M00700430001,0
M0070044000,Benjamin,7/3/2017,922 HOLLY HILL ROAD,Yes,No,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712594?fileNome=communitymapuga/attachments/1499112202131.jpg,No,No,No,33.79211183,-83.72791013,0,0,0,Standard,0,1,M00700440001,0
M0070045000,Benjamin,7/3/2017,930 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712599?fileNome=communitymapuga/attachments/1499112375007.jpg,No,No,No,33.79169689,-83.72812844,0,0,0,Standard,0,1,M00700450001,0
M0070047000,Benjamin,7/3/2017,0 HOLLY HILL ROAD,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.79056139,-83.72924474,0,0,0,Standard,1,1,M00700470001,0
M0070048000,Benjamin,7/3/2017,972 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712608?fileNome=communitymapuga/attachments/1499113141734.jpg,No,No,No,33.7899672,-83.73102808,0,0,0,Standard,0,1,M00700480001,0
M0070049000,Benjamin,7/3/2017,0 HOLLY HILL ROAD,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.78961621,-83.73129642,0,0,0,Standard,1,1,M00700490001,0
M0070050000,Benjamin,7/3/2017,992 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712614?fileNome=communitymapuga/attachments/1499113367600.jpg,No,No,No,33.78842773,-83.7297685,0,0,0,Standard,0,1,M00700500001,0
M0070051000,Benjamin,7/3/2017,998 HOLLY HILL ROAD,Yes,No,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712616?fileNome=communitymapuga/attachments/1499113437310.jpg,No,No,No,33.7880167,-83.72834731,0,0,0,Standard,0,1,M00700510001,0
M0070052000,Benjamin,7/3/2017,949 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712602?fileNome=communitymapuga/attachments/1499112830712.jpg,No,No,No,33.78901778,-83.72812765,0,0,0,Standard,0,1,M00700520001,0
M0070053000,Benjamin,7/3/2017,0 HOLLY HILL ROAD,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.78913113,-83.72866322,0,0,0,Standard,0,1,M00700530001,0
M0070054000,Benjamin,7/3/2017,985 HOLLY HILL ROAD,Yes,No,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712619?fileNome=communitymapuga/attachments/1499113516252.jpg,No,No,No,33.78905232,-83.72916298,0,0,0,Standard,0,1,M00700540001,0
M0070055000,Benjamin,7/3/2017,973 HOLLY HILL ROAD,Yes,No,Single family (no garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712611?fileNome=communitymapuga/attachments/1499113262277.jpg,No,No,No,33.78927535,-83.7296157,0,0,0,Standard,0,1,M00700550001,0
M0070056000,Benjamin,7/3/2017,969 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712607?fileNome=communitymapuga/attachments/1499113096557.jpg,No,No,No,33.78973431,-83.72998566,0,0,0,Standard,0,1,M00700560001,0
M0070057000,Benjamin,7/3/2017,957 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,more2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712605?fileNome=communitymapuga/attachments/1499113020886.jpg,No,No,No,33.78977042,-83.7293674,0,0,0,Standard,0,1,M00700570001,0
M0070058000,Benjamin,7/3/2017,953 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712603?fileNome=communitymapuga/attachments/1499112928783.jpg,No,No,No,33.78978469,-83.72905143,0,0,0,Standard,0,1,M00700580001,0
M0070059000,Chris,7/3/2017,0 MCDANIEL STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.78919709,-83.72667043,0,0,0,Standard,0,1,M00700590001,0
M0070059000,Benjamin,7/3/2017,0 MCDANIEL STREET,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,No,No,No,No,33.78919709,-83.72667043,0,0,0,Standard,0,2,M00700590002,0
M0070060000,Benjamin,7/3/2017,935 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712600?fileNome=communitymapuga/attachments/1499112469286.jpg,No,No,No,33.79132067,-83.72666852,0,0,0,Standard,0,1,M00700600001,0
M0070061000,Benjamin,7/3/2017,929 HOLLY HILL ROAD,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712598?fileNome=communitymapuga/attachments/1499112320104.jpg,No,No,No,33.79174169,-83.72656601,0,0,0,Standard,0,1,M00700610001,0
M0070062000,Benjamin,7/3/2017,923 HOLLY HILL ROAD,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.oNo.io/api/v1/files/4712595?fileNome=communitymapuga/attachments/1499112250791.jpg,No,No,No,33.79219301,-83.72667302,0,0,0,Standard,0,1,M00700620001,0
M0070063000,Benjamin,7/3/2017,0 HOLLY HILL ROAD,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.7926708,-83.72677457,0,0,0,Standard,1,1,M00700630001,0
M0070064000,Benjamin,7/3/2017,0 HOLLY HILL ROAD,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.79277235,-83.7261087,0,0,0,Standard,1,1,M00700640001,0
M0070070000,Benjamin,7/17/2017,0 KAY LANE,Yes,No,Vacant,No,VACANT1,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,No,No,No,No,33.79228382,-83.72482215,0,0,0,Standard,1,1,M00700700001,0
