Parcel_ID,review,date,address,add_ver,add_rev,proptype,othertype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,ParcCount,rec_id,Landlord
M0190033000,Anna,7/9/2016,No,No,804 s broad st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2077394?filename=communitymapuga/attachments/1468078184130.jpg,No,No,No,-83.70894423,33.78414065,2,0,2,Substandard,0,1,M0190033000594,0
M0060228000,Mike,7/9/2016,No,No,142,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077395?filename=communitymapuga/attachments/1468081488543.jpg,No,No,No,-83.71933646,33.800043,2,0,2,Substandard,0,1,M0060228000121,1
M0190085000,Jack,7/9/2016,No,No,705 s Madison ave,Single family (no garage),No,OCCUP,two,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077396?filename=communitymapuga/attachments/1468073517685.jpg,http://classic.ona.io/api/v1/files/2077397?filename=communitymapuga/attachments/1468073529415.jpg,No,No,-83.70571181,33.78620807,4,0,4,Dilapidated,0,1,M0190085000613,0
M0190073000,Anna,7/9/2016,No,No,803 s broad st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Good,No,http://classic.ona.io/api/v1/files/2077398?filename=communitymapuga/attachments/1468078383409.jpg,No,No,No,-83.70779596,33.78460657,4,1,5,Dilapidated,1,2,M019007300091,0
M0180084000,Anna,7/9/2016,No,No,107 3rd st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077404?filename=communitymapuga/attachments/1468078685563.jpg,No,No,No,-83.70921056,33.78415138,4,0,4,Dilapidated,0,1,M0180084000564,0
M0190100000,Jack,7/9/2016,No,No,711 Lawrence st,Duplex,No,OCCUP,two,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077406?filename=communitymapuga/attachments/1468073862835.jpg,http://classic.ona.io/api/v1/files/2077405?filename=communitymapuga/attachments/1468073876138.jpg,http://classic.ona.io/api/v1/files/2077407?filename=communitymapuga/attachments/1468073892821.jpg,No,-83.70436306,33.7861812,4,0,4,Dilapidated,0,1,M0190100000624,0
M0120045000,Jonathon,7/9/2016,No,No,130,Apartment,No,OCCUP,one,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077411?filename=communitymapuga/attachments/1468080542828.jpg,http://classic.ona.io/api/v1/files/2077409?filename=communitymapuga/attachments/1468080564206.jpg,http://classic.ona.io/api/v1/files/2077410?filename=communitymapuga/attachments/1468080592774.jpg,http://classic.ona.io/api/v1/files/2077408?filename=communitymapuga/attachments/1468080618554.jpg,-83.71696372,33.80013253,2,0,2,Substandard,0,3,M012004500012,1
M0190028000,Anna,7/9/2016,No,No,705 s broad st,Duplex,No,OCCUP,two,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077412?filename=communitymapuga/attachments/1468079032892.jpg,No,No,No,-83.70832973,33.78499035,5,0,5,Dilapidated,0,1,M0190028000592,0
M0060022000,Mike,7/9/2016,No,No,129,Duplex,No,OCCUP,one,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/2077413?filename=communitymapuga/attachments/1468083176350.jpg,No,No,No,-83.73625241,33.79776494,1,0,1,Standard,1,1,M0060022000117,0
M0120042000,Jonathan,7/9/2016,No,No,133,Single family (no garage),No,OCCUP,one,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077414?filename=communitymapuga/attachments/1468080944327.jpg,No,No,No,-83.71848277,33.79982429,3,0,3,Substandard,0,1,M0120042000263,0
M0120007000,Mike,7/9/2016,No,No,132,Duplex,No,OCCUP,one,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077419?filename=communitymapuga/attachments/1468083889980.jpg,No,No,No,-83.71459472,33.80389063,8,0,8,Dilapidated,0,1,M0120007000249,1
M0190065000,Anna,7/9/2016,No,No,115 5th st,Single family (no garage),No,OCCUP,one,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077420?filename=communitymapuga/attachments/1468079657809.jpg,No,No,No,-83.70741077,33.78407263,4,1,5,Dilapidated,0,3,M019006500075,0
M0120039000,Jonathan,7/9/2016,No,No,138,Apartment,No,OCCUP,one,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Poor,No,http://classic.ona.io/api/v1/files/2077422?filename=communitymapuga/attachments/1468081282962.jpg,http://classic.ona.io/api/v1/files/2077423?filename=communitymapuga/attachments/1468081291010.jpg,http://classic.ona.io/api/v1/files/2077421?filename=communitymapuga/attachments/1468081311915.jpg,No,-83.71897002,33.80026507,6,1,7,Dilapidated,1,1,M0120039000260,1
M0190101000,Jack,7/9/2016,No,No,707 Lawrence st,Duplex,No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077425?filename=communitymapuga/attachments/1468074036135.jpg,http://classic.ona.io/api/v1/files/2077424?filename=communitymapuga/attachments/1468074049487.jpg,No,No,-83.70444187,33.78640363,0,0,0,Standard,0,1,M0190101000625,0
M0120010000,Mike,7/9/2016,No,No,126,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077426?filename=communitymapuga/attachments/1468084084712.jpg,No,No,No,-83.71513793,33.80343895,1,0,1,Standard,0,1,M0120010000251,0
M0190060000,Anna,7/9/2016,No,No,906 Radford st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Good,No,http://classic.ona.io/api/v1/files/2077427?filename=communitymapuga/attachments/1468079979082.jpg,No,No,No,-83.70572253,33.78466237,4,0,4,Dilapidated,2,2,M019006000071,0
M0060229000,Jonathan,7/9/2016,No,No,412,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077428?filename=communitymapuga/attachments/1468081451363.jpg,No,No,No,-83.71918714,33.79959811,0,0,0,Standard,0,1,M0060229000122,0
M0120005000,Mike,7/9/2016,No,No,105,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077429?filename=communitymapuga/attachments/1468084632609.jpg,No,No,No,-83.71683235,33.80286962,1,0,1,Standard,0,1,M0120005000247,0
M0190059000,Anna,7/9/2016,No,No,902 Radford st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2077430?filename=communitymapuga/attachments/1468080151347.jpg,No,No,No,-83.70543111,33.78438232,4,0,4,Dilapidated,1,3,M019005900068,0
M0190102000,Jack,7/9/2016,No,No,705 lawrem,Duplex,No,OCCUP,one,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Vines growing from roof,http://classic.ona.io/api/v1/files/2077431?filename=communitymapuga/attachments/1468074326852.jpg,http://classic.ona.io/api/v1/files/2077433?filename=communitymapuga/attachments/1468074359637.jpg,http://classic.ona.io/api/v1/files/2077432?filename=communitymapuga/attachments/1468074370117.jpg,No,-83.70453196,33.78659906,5,0,5,Dilapidated,0,1,M0190102000626,0
M0190056000,Anna,7/9/2016,No,No,804 Radford st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077435?filename=communitymapuga/attachments/1468080374232.jpg,http://classic.ona.io/api/v1/files/2077434?filename=communitymapuga/attachments/1468080383580.jpg,No,No,-83.70611657,33.7848936,7,0,7,Dilapidated,0,2,M019005600064,0
M0190094000,Jack,7/9/2016,No,No,400 mill st,Duplex,No,VACANT1,two,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/2077438?filename=communitymapuga/attachments/1468074587851.jpg,http://classic.ona.io/api/v1/files/2077441?filename=communitymapuga/attachments/1468074602486.jpg,http://classic.ona.io/api/v1/files/2077440?filename=communitymapuga/attachments/1468074619084.jpg,No,-83.70469663,33.78679325,7,2,9,Dilapidated,1,1,M0190094000619,0
M0190083000,Anna,7/9/2016,No,No,126 Norris st,Single family (no garage),No,OCCUP,one,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Good,No,http://classic.ona.io/api/v1/files/2077443?filename=communitymapuga/attachments/1468080621914.jpg,http://classic.ona.io/api/v1/files/2077444?filename=communitymapuga/attachments/1468080838375.jpg,No,No,-83.70635981,33.7847937,7,0,7,Dilapidated,2,1,M0190083000607,0
M0060230000,Jonathan,7/9/2016,No,No,137,Single family (no garage),No,VACANT1,one,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077446?filename=communitymapuga/attachments/1468082651084.jpg,http://classic.ona.io/api/v1/files/2077445?filename=communitymapuga/attachments/1468082658695.jpg,No,No,-83.71982852,33.79930063,4,1,5,Dilapidated,0,1,M0060230000123,0
M0190095000,Jack,7/9/2016,No,No,404 mill st,Duplex,No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077447?filename=communitymapuga/attachments/1468074753138.jpg,http://classic.ona.io/api/v1/files/2077448?filename=communitymapuga/attachments/1468074765734.jpg,http://classic.ona.io/api/v1/files/2077449?filename=communitymapuga/attachments/1468074785753.jpg,No,-83.70421033,33.78720418,1,0,1,Standard,0,2,M0190095000104,0
M0060221000,Jonathan,7/9/2016,No,No,133,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,No,http://classic.ona.io/api/v1/files/2077450?filename=communitymapuga/attachments/1468082919213.jpg,No,No,No,-83.71940546,33.80112767,1,1,2,Substandard,1,1,M0060221000118,0
M0060224000,Jonathan,7/9/2016,No,No,127,Single family (garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/2077451?filename=communitymapuga/attachments/1468083168332.jpg,No,No,No,-83.71912157,33.80143869,2,0,2,Substandard,1,1,M0060224000119,0
M0190021000,Anna,7/9/2016,No,No,716 Radford st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Good,No house numbers,http://classic.ona.io/api/v1/files/2077452?filename=communitymapuga/attachments/1468080999074.jpg,http://classic.ona.io/api/v1/files/2077453?filename=communitymapuga/attachments/1468081006574.jpg,No,No,-83.70645382,33.78504519,6,0,6,Dilapidated,3,1,M0190021000590,0
M0190096000,Jack,7/9/2016,No,No,410 mill st,Duplex,No,OCCUP,two,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077458?filename=communitymapuga/attachments/1468074927188.jpg,http://classic.ona.io/api/v1/files/2077457?filename=communitymapuga/attachments/1468074936653.jpg,http://classic.ona.io/api/v1/files/2077460?filename=communitymapuga/attachments/1468074956888.jpg,No,-83.70409345,33.78697837,5,0,5,Dilapidated,0,1,M0190096000620,0
M0120008000,Jonathan,7/9/2016,No,No,130,Single family (no garage),No,OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077461?filename=communitymapuga/attachments/1468083920675.jpg,No,No,No,-83.71475281,33.8037428,2,1,3,Substandard,1,1,M0120008000250,0
M0190019000,Anna,7/9/2016,No,No,708 Radford st,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Good,No house numbers,http://classic.ona.io/api/v1/files/2077462?filename=communitymapuga/attachments/1468081357134.jpg,No,No,No,-83.70620695,33.78610984,3,0,3,Substandard,1,2,M019001900047,0
M0120001000,Jonathan,7/9/2016,No,No,128,Single family (garage),No,OCCUP,one,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077463?filename=communitymapuga/attachments/1468084081012.jpg,No,No,No,-83.71833355,33.80376874,1,1,2,Substandard,0,1,M0120001000246,0
M0190098000,Jack,7/9/2016,No,No,407 Norris st,Single family (garage),No,OCCUP,one,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077464?filename=communitymapuga/attachments/1468075212720.jpg,http://classic.ona.io/api/v1/files/2077465?filename=communitymapuga/attachments/1468075228970.jpg,No,No,-83.70384171,33.78645968,3,0,3,Substandard,0,1,M0190098000622,0
M0120006000,Jonathan,7/9/2016,No,No,106,Single family (garage),No,OCCUP,one,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/2077466?filename=communitymapuga/attachments/1468084619112.jpg,No,No,No,-83.71655804,33.80306055,5,1,6,Dilapidated,1,1,M0120006000248,1
M0170089000,Jack,7/9/2016,No,No,616 pine park st,Duplex,No,OCCUP,two,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Good,No,http://classic.ona.io/api/v1/files/2077468?filename=communitymapuga/attachments/1468075582644.jpg,http://classic.ona.io/api/v1/files/2077467?filename=communitymapuga/attachments/1468075594735.jpg,No,No,-83.70434614,33.78831945,4,0,4,Dilapidated,1,2,M017008900031,0
M0190074000,Anna,7/9/2016,No,No,809 Duke st,Single family (garage),No,OCCUP,one,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Good,No,http://classic.ona.io/api/v1/files/2077469?filename=communitymapuga/attachments/1468082622795.jpg,No,No,No,-83.70748925,33.78426879,4,0,4,Dilapidated,1,2,M019007400093,0
M0170089000,Jack,7/9/2016,No,No,614 pine park st,Duplex,No,OCCUP,two,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,Talked to tenants in A,http://classic.ona.io/api/v1/files/2077470?filename=communitymapuga/attachments/1468075780882.jpg,http://classic.ona.io/api/v1/files/2077471?filename=communitymapuga/attachments/1468075800213.jpg,http://classic.ona.io/api/v1/files/2077472?filename=communitymapuga/attachments/1468075822369.jpg,No,-83.70377165,33.78802413,2,0,2,Substandard,0,2,M017008900030,0
M0190063000,Anna,7/9/2016,No,No,121 5th street,Duplex,No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2077473?filename=communitymapuga/attachments/1468082883235.jpg,http://classic.ona.io/api/v1/files/2077475?filename=communitymapuga/attachments/1468082890102.jpg,http://classic.ona.io/api/v1/files/2077474?filename=communitymapuga/attachments/1468082896751.jpg,No,-83.70654595,33.78427047,2,0,2,Substandard,0,2,M019006300074,0
M0170090000,Jack,7/9/2016,No,No,410 mears st,Duplex,No,OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/2077476?filename=communitymapuga/attachments/1468076126538.jpg,http://classic.ona.io/api/v1/files/2077477?filename=communitymapuga/attachments/1468076138049.jpg,http://classic.ona.io/api/v1/files/2077478?filename=communitymapuga/attachments/1468076151266.jpg,No,-83.70473433,33.78826264,4,0,4,Dilapidated,1,1,M0170090000517,0
M0190044000,Anna,7/9/2016,No,No,115 5th st,Vacant,No,UNKNOWN,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077479?filename=communitymapuga/attachments/1468083171317.jpg,No,No,No,-83.70563459,33.78284666,0,0,0,Standard,0,2,M019004400057,0
M0190046000,Anna,7/9/2016,No,No,136 5th street,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077480?filename=communitymapuga/attachments/1468083344062.jpg,No,No,No,-83.7052334,33.78445923,3,0,3,Substandard,0,3,M019004600063,0
M0170215000,Jack,7/9/2016,No,No,411 mears st,Duplex,No,OCCUP,one,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No house numbers on front,http://classic.ona.io/api/v1/files/2077483?filename=communitymapuga/attachments/1468076354615.jpg,http://classic.ona.io/api/v1/files/2077481?filename=communitymapuga/attachments/1468076369201.jpg,http://classic.ona.io/api/v1/files/2077482?filename=communitymapuga/attachments/1468076381486.jpg,No,-83.70494999,33.78869101,5,0,5,Dilapidated,0,1,M0170215000548,0
M0190082000,Anna,7/9/2016,No,No,122 Norris st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,No house numbers,http://classic.ona.io/api/v1/files/2077484?filename=communitymapuga/attachments/1468083532213.jpg,No,No,No,-83.70664454,33.78461901,4,0,4,Dilapidated,1,1,M0190082000606,0
M0190080000,Anna,7/9/2016,No,No,116 Norris st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,Needs a good wash,http://classic.ona.io/api/v1/files/2077485?filename=communitymapuga/attachments/1468083730293.jpg,No,No,No,-83.70653305,33.78486109,4,0,4,Dilapidated,1,2,M0190080000101,0
M0170218000,Jack,7/9/2016,No,No,535 Lawrence st,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/2077487?filename=communitymapuga/attachments/1468076800852.jpg,http://classic.ona.io/api/v1/files/2077488?filename=communitymapuga/attachments/1468076813049.jpg,http://classic.ona.io/api/v1/files/2077486?filename=communitymapuga/attachments/1468076837931.jpg,No,-83.70564866,33.78861936,3,1,4,Substandard,1,1,M0170218000551,0
M0190077000,Anna,7/9/2016,No,No,108 Norris st,Single family (garage),No,OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077489?filename=communitymapuga/attachments/1468084025126.jpg,No,No,No,-83.70690387,33.78501142,5,1,6,Dilapidated,0,2,M019007700099,0
M0190076000,Anna,7/9/2016,No,No,106 Norris st,Single family (no garage),No,OCCUP,one,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,No,http://classic.ona.io/api/v1/files/2077494?filename=communitymapuga/attachments/1468084350580.jpg,http://classic.ona.io/api/v1/files/2077495?filename=communitymapuga/attachments/1468084356211.jpg,No,No,-83.70720795,33.78498018,4,0,4,Dilapidated,1,2,M019007600097,0
M0190084C00,Anna,7/9/2016,712 S MADISON AVENUE,Yes,No,Duplex,No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,No,http://classic.ona.io/api/v1/files/2077496?filename=communitymapuga/attachments/1468084672133.jpg,No,No,No,-83.70580801,33.7852249,2,0,2,Substandard,1,1,M0190084C00610,0
M0170212000,Jack,7/9/2016,No,No,529 Lawrence st,Single family (garage),No,OCCUP,one,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/2077499?filename=communitymapuga/attachments/1468077061981.jpg,http://classic.ona.io/api/v1/files/2077498?filename=communitymapuga/attachments/1468077076186.jpg,http://classic.ona.io/api/v1/files/2077497?filename=communitymapuga/attachments/1468077096066.jpg,http://classic.ona.io/api/v1/files/2077500?filename=communitymapuga/attachments/1468077105095.jpg,-83.70588737,33.78894619,6,0,6,Dilapidated,0,1,M0170212000547,0
M0190084E00,Qnna,7/9/2016,730 S MADISON AVENUE,Yes,No,Duplex,No,OCCUP,one,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,No,http://classic.ona.io/api/v1/files/2077501?filename=communitymapuga/attachments/1468084776568.jpg,No,No,No,-83.70558264,33.78483701,3,0,3,Substandard,1,1,M0190084E00612,0
M0190046000,Anna,7/9/2016,No,No,136 5th st,Vacant,No,OCCUP,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/2077502?filename=communitymapuga/attachments/1468085171588.jpg,No,No,No,-83.7054006,33.78455997,0,0,0,Standard,1,3,M019004600062,0
M0170213000,Jack,7/9/2016,No,No,404 knight st,Single family (no garage),No,OCCUP,one,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/2077503?filename=communitymapuga/attachments/1468077422407.jpg,http://classic.ona.io/api/v1/files/2077505?filename=communitymapuga/attachments/1468077436047.jpg,http://classic.ona.io/api/v1/files/2077504?filename=communitymapuga/attachments/1468077453483.jpg,No,-83.70506068,33.78944686,7,0,7,Dilapidated,0,2,M017021300040,0
M0170199000,Jack,7/9/2016,No,No,413 knight st,Duplex,No,OCCUP,two,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Good,Talked to resident,http://classic.ona.io/api/v1/files/2077511?filename=communitymapuga/attachments/1468078869002.jpg,http://classic.ona.io/api/v1/files/2077510?filename=communitymapuga/attachments/1468078887540.jpg,No,No,-83.70505494,33.78948969,4,0,4,Dilapidated,1,1,M0170199000536,0
M0170203000,Jack,7/9/2016,No,No,518 Lawrence st spur,Duplex,No,OCCUP,two,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,"Talked to resident, 86 year old single woman",http://classic.ona.io/api/v1/files/2077512?filename=communitymapuga/attachments/1468079397531.jpg,http://classic.ona.io/api/v1/files/2077513?filename=communitymapuga/attachments/1468079409100.jpg,No,No,-83.70648804,33.7898362,3,0,3,Substandard,0,1,M0170203000540,0
