record_id,parcel_num,date,primary_city
f0fcf56a-8822-4e0d-a06a-50f67c72ee8e,A07    047,2018-08-23,cochran
614d7d7a-7848-4ae7-9f03-3c8ab0405c6b,A07    074,2018-08-23,cochran
7b89caa9-c235-4d56-8baa-5cadb1bd9238,A13    039,2018-08-23,cochran
e6af9ff0-ff2d-4e29-a5a8-d9ef76f46638,A13    019,2018-08-23,cochran
76bbf1e0-7d5c-4cde-973b-09102b4209e2,A07    073,2018-08-23,cochran
184dfa24-92ec-42e1-b664-986f12d2fa5f,A07    039,2018-08-23,cochran
695567a0-944a-4773-8743-e7f84ab7d513,A09    049,2018-08-17,cochran
c03cbb37-5fc6-4248-bf49-5261ab164c36,A07    080,2018-08-24,cochran
c45ecd57-59b5-42f5-8c1a-80c09816811e,A07    082,2018-08-24,cochran
4e22b191-c8cb-4ffc-9d08-64a005d0655a,A07    074,2018-08-24,cochran
0c466788-bb98-4788-8c61-564f641c6923,A07    066,2018-08-24,cochran
7612b6a5-9534-4475-86cf-d994f16beb70,A13    005,2018-08-24,cochran
12bf84da-7b06-495f-8a53-5c76b33b20fa,A07    083,2018-08-24,cochran
19d7290d-c11e-471c-acb5-2fa0f294cd60,A07    079,2018-08-24,cochran
46d24f40-e5fc-4ee0-b26d-6aceac0e644e,A13    004,2018-08-24,cochran
d9eb26a6-2da5-40e4-b8e4-59884f028c89,A07    073,2018-08-24,cochran
7301d2b1-52bd-4477-907f-ff5889027e59,A07    070,2018-08-24,cochran
7ab4ed89-e815-48a2-a2bb-8d56299f7325,A07    065,2018-08-24,cochran
e4c39e86-8917-4de0-b472-4bcaf1d9d05d,A13    006,2018-08-24,cochran
5fc0743b-c951-4e11-a9fb-246ff64a22f3,B25B   126,2018-08-24,cochran
ad2ebd04-b516-4726-9e3c-9a9899c3fd61,B25B   144,2018-08-24,cochran
25493db2-2f95-4167-b302-d5069743d5ea,B25B   143,2018-08-24,cochran
e5b898c0-17c2-4f64-9833-1c02a14d32e3,B37A   020,2018-08-24,cochran
6d1aa34a-634b-4a7f-b895-22b4a7c60f41,B25B   127,2018-08-24,cochran
d1dc97f0-f322-4c66-b6c6-f8ce63a2341e,A07    072,2018-08-24,cochran
62eb19db-9b23-4662-aed7-1cbf69314f30,A07    047,2018-08-24,cochran
6c88581d-68a0-4ebf-a9f1-0ff1a96fe683,A07    064,2018-08-24,cochran
c40bd09f-f3aa-4d44-8b78-a6e0ce7e0a84,A20    075,2018-08-24,cochran
755b8f2b-c16d-4419-85a7-1601f93e6c24,A13    001,2018-08-24,cochran
3b14099c-b871-492b-bfee-0c75664342ad,B25B   128,2018-08-24,cochran
0a0f8427-27f9-4318-a6ad-aacd707bcc73,A07    069,2018-08-24,cochran
c151b7d1-0253-4bd1-8fc5-66f194113974,A07    046,2018-08-24,cochran
22e59f7e-b63b-4b0f-a9da-cc362ff5732e,B25B   145,2018-08-24,cochran
acd95312-89f4-4f94-9bb1-5b5b65300e27,A13    011,2018-08-24,cochran
2af3fbec-aa2e-46ca-890e-e85746ae2287,B25B   129,2018-08-24,cochran
e7bfa2b0-2688-4583-85ed-8241c7972a94,A07    071,2018-08-24,cochran
376980e9-dee2-4f61-b39e-63d5ea06dd34,A07    063,2018-08-24,cochran
ad84613b-cc8a-4807-b3fe-2f0d5fc843bb,B25B   130,2018-08-24,cochran
11c90046-905a-41be-bbc0-dd58d1d1fd65,B25B   146,2018-08-24,cochran
f9af977e-4c59-4d38-9e4d-c8224e1442e2,A07    068,2018-08-24,cochran
f4121770-c0cb-4e2b-a7ee-183ef8cf723f,A13    005,2018-08-24,cochran
17671d71-dc40-487a-afbe-4aa0c17de494,A13    013,2018-08-24,cochran
5d3fa2fe-b8a5-4221-9157-181bf6e616af,B25B   142,2018-08-24,cochran
7f7377cd-a3e3-472d-a944-a9a18b6c9b59,B25B   141,2018-08-24,cochran
25afc991-84ed-4171-9b5b-6fad95a147cc,A07    050,2018-08-24,cochran
ff7756a8-edc2-4077-b83e-043990dbc0d4,B25B   131,2018-08-24,cochran
f68bccf9-b63b-4222-94be-fad30cda7b13,B25B   113,2018-08-24,cochran
e86c9fa0-29ce-4485-b5a4-6398791e9977,B25B   114,2018-08-24,cochran
07e72d85-3ef7-46f4-81e3-d72489c4af10,B25B   148,2018-08-24,cochran
250b53f7-6a41-479a-907f-1253ccecfb46,B25B   140,2018-08-24,cochran
15157dee-c560-4f7b-90a0-dcd0b8280291,B25B   133,2018-08-24,cochran
e9558be7-ff64-4b65-8540-bfab6411c5cd,A07    052,2018-08-24,cochran
577913de-8715-4319-bd33-90f9280df87c,B25B   147,2018-08-24,cochran
f2b3a79e-3dfb-4510-abb0-d3d4db341b15,A07    071,2018-08-24,cochran
ed782adf-c596-4d03-abf7-3a902bfd2cb3,B25B   132,2018-08-24,cochran
d2808a7d-dc33-47d4-b41b-fd5a986df9e7,B25B   138,2018-08-24,cochran
68ae0d76-774d-41aa-919b-3a065fb93d52,B25B   139,2018-08-24,cochran
faa4fe74-a330-4da6-9100-3f266b9bb9fc,A13    097,2018-08-24,cochran
c6b4fb93-61f5-4de2-8878-ab99eb2ca0dc,B25B   150,2018-08-24,cochran
5b61969b-2c6d-4d6f-a77d-205d2a44b560,B25B   149,2018-08-24,cochran
78e159a3-5eff-4453-afe0-281d630b23f8,A07    075,2018-08-24,cochran
477cf881-91d6-4e29-b015-5afac3e82854,A07    076,2018-08-24,cochran
9e79dda8-d1b4-428e-baf0-de138e603aa9,B25B   125,2018-08-24,cochran
e3ffdd0a-e83e-4fe7-ade4-54a47cde4b67,B25B   124,2018-08-24,cochran
ee8b66d4-4f24-4ae4-bd98-7f659b1990aa,B25B   123,2018-08-24,cochran
612efebd-b509-48fa-8477-d9200bc5a465,B25B   122,2018-08-24,cochran
0db1188d-8d73-4992-82dd-168a3f5c70bf,B25B   121,2018-08-24,cochran
b4888b56-1451-4144-baea-df0a9bd433e8,B25B   120,2018-08-24,cochran
e1513d45-2b03-4389-b78a-a32e07b607db,A16    182,2018-08-24,cochran
a44d0baf-5fe9-47c0-a8d2-3e938d760764,A16    044,2018-08-24,cochran
2b54de92-ca80-43af-b96d-4814315d874c,A09    055,2018-08-24,cochran
6e291315-3daa-4e46-b448-b8e2b0b84868,A16    002,2018-08-24,cochran
85fd8d40-093d-471b-8a20-305c39d56165,A09    058,2018-08-24,cochran
b4e74fe7-714f-48c5-9688-d33f72aafc5b,A15    036,2018-08-24,cochran
6debf796-818d-4820-b841-3ce7d3c50b48,A13    018,2018-08-23,cochran
4f457b80-1ca5-493d-859f-740b395958ae,A16    180,2018-08-24,cochran
420358a6-09da-4ce4-9040-d2c5160931b0,A16    077,2018-08-24,cochran
1dd66b7c-39e9-4ffc-8f78-cd8f75e530c8,A16    004,2018-08-24,cochran
53f4aa95-4217-4c64-ac31-4b7b8ad083f4,A16    004,2018-08-24,cochran
9070195a-c48b-4dbe-8bba-63039f18777e,A16    004,2018-08-24,cochran
78459708-f944-49a4-a3d2-454ee237e9d4,A16    057,2018-08-24,cochran
31261990-8165-46af-8fe9-e414e4d749f2,A16    017,2018-08-24,cochran
fd018f0a-a4c6-4e65-8728-8d6546f4a220,A15    005,2018-08-24,cochran
a6eba8b1-e635-4451-8188-8e5b7633ac4b,A09    056,2018-08-24,cochran
d3dce42c-0e57-404d-86ff-ad78a8aa4950,A09    057,2018-08-24,cochran
c37ac0c4-0b10-4fce-bf52-6ce10dfe23d5,A15    038,2018-08-24,cochran
5f3a4fbb-4def-4b14-92db-8049b88ef513,A15    034,2018-08-24,cochran
1e894639-db1f-45ce-b07e-cd08227633d2,A15    038,2018-08-24,cochran
e13f8b21-3029-437c-bfbc-75209fa51912,A15    033,2018-08-24,cochran
99e6a215-10ce-46e6-ba32-b90425068883,A16    179,2018-08-24,cochran
06d6c233-9101-4191-a5cb-af5e8c024828,A17    109,2018-08-27,cochran
56babfdd-7c44-4d47-ba73-a2dc397cb85a,A17    110,2018-08-27,cochran
a5354216-4a59-410b-aadb-adcd9466f3bb,A17    002,2018-08-27,cochran
ff76c729-45d8-4389-a51c-b2ed552a0c9b,A17    001,2018-08-27,cochran
8adb14b3-cc5c-409a-b043-90427ab5b200,A11    029,2018-08-27,cochran
8031a49d-4055-49af-a82e-18f30809c25b,A11    028,2018-08-27,cochran
edd098ed-57c7-4f66-bd74-af744f8deb85,A11    027,2018-08-27,cochran
5b38f143-0885-4f95-8933-b2cd810dca0b,A11    048,2018-08-27,cochran
f6bec265-f9ba-420a-b71c-bdf545c29d95,A17    003,2018-08-27,cochran
5c5d458a-dbed-4e52-bd8b-3811a84c792f,A17    111,2018-08-27,cochran
76aca7f3-59d0-461e-81dc-270e5aef78c8,A11    030,2018-08-27,cochran
0c07fecb-f7d8-4303-9f4e-00e4851c8f8a,A11    031,2018-08-27,cochran
36859df4-61c7-4785-9a5f-3ade7a9e1b7e,A11    032,2018-08-27,cochran
b36477f5-746c-43f8-832b-006db88e13ab,A10    022,2018-08-28,cochran
02bc266a-b3bf-41eb-b319-256952e6fb11,A16    198,2018-08-28,cochran
4959315d-e4d3-4854-84ee-82cfcea3dd6f,A10    017,2018-08-28,cochran
3545143d-effa-46f2-ab69-f95b9b93531b,A10    021,2018-08-28,cochran
db35397f-2ce2-4879-82c2-ce1e9168abc6,A16    066,2018-08-28,cochran
c9dbf1dc-54a2-4f63-878d-38f21aa61801,A16    065,2018-08-28,cochran
42a17d0a-a606-46c6-8925-26d1701d5b45,A16    064,2018-08-28,cochran
194d434b-0792-428c-9c13-881b164372b8,A16    068,2018-08-28,cochran
7bfa8a85-3bf3-4e83-80fd-1edce3eb29b7,A16    061,2018-08-28,cochran
d8eaa60f-62da-4ba6-b8de-6fe980600821,A16    046,2018-08-29,cochran
5732311a-86b8-4463-8e1a-60235ce125a9,A16    047,2018-08-29,cochran
0c588d05-0760-43ba-ab09-ba8590b70cdf,A16    060,2018-08-28,cochran
492716bf-3171-4dc4-a103-73e28f64cb36,A16    059,2018-08-29,cochran
d4e43738-e4e9-4a7c-bc16-35c97ef25112,A16    058,2018-08-29,cochran
eaec9b76-ad80-48b6-9779-0b51572ddd32,A16    054,2018-08-29,cochran
709e928f-c424-4b25-82b8-2e18043ac852,A16    051,2018-08-29,cochran
4c6e397a-6eec-4872-a5d5-b03beacc509d,A16    050,2018-08-29,cochran
4f8e28a9-259a-4dcc-af6c-41f01bbd0c94,A10    018,2018-08-28,cochran
4895ee05-cea6-41aa-a246-a4e6b2472e34,A16    198,2018-08-28,cochran
e7e5f666-e838-4b19-8ae8-3d502096bc64,B25B   137,2018-08-29,cochran
0976306d-e18b-4fc1-97a7-8394a152434d,B25B   111,2018-08-29,cochran
4b1fe949-3528-4793-a3e6-6a978ff97e0a,B25B   150,2018-08-29,cochran
767e37e9-82bc-4126-8118-3a8366d3d20b,B25B   110,2018-08-29,cochran
f79ac460-a722-4561-b342-b32c7f7dbe6f,B25B   080,2018-08-29,cochran
41ca1a62-f32f-47d8-914e-eecded777900,B25B   095,2018-08-29,cochran
4899aaff-7384-409b-970f-4092fea476c1,B25B   135,2018-08-29,cochran
415b854d-9b0b-4ba8-9793-b59cfe7b00b1,B25B   138,2018-08-29,cochran
24f4f55d-3f34-41dc-83c7-d81dfcd7b05f,B25B   151,2018-08-29,cochran
1bfc796e-1460-42b3-9e8d-d9ca0716ea11,B25B   152,2018-08-29,cochran
40a5897c-9f90-43ee-85ee-727513f5a016,B25B   153,2018-08-29,cochran
d9d3e67b-9445-45b8-838f-b5f1e66e8fb8,B25B   154,2018-08-29,cochran
bc6c2b27-ac9f-4f29-8dbb-b3638221f583,B25B   136,2018-08-29,cochran
df8f7510-2766-4958-a500-032d8bb4c873,B25B   109,2018-08-29,cochran
c6db5c4f-258d-4d67-a59c-9bdd79f7d90d,B25B   079,2018-08-29,cochran
b474d0a3-4860-411a-ad2d-1329ee11d735,B25B   139,2018-08-29,cochran
15127be2-0625-455d-84f9-41f122baa2af,B25B   112,2018-08-29,cochran
5e0aeca4-078e-4216-8ba2-462822df8b12,B25B   108,2018-08-29,cochran
97df21c5-34df-470d-9732-508cb3cb3429,B25B   149,2018-08-29,cochran
a1d9ab49-ae78-4236-929f-ff64bc1ff05e,B25B   078,2018-08-29,cochran
45361dac-04b0-445c-b4ce-d7d5561afc79,B25B   107,2018-08-29,cochran
d29e920f-fa9f-4c0b-b1d0-1eefd8daa64e,B25B   116,2018-08-29,cochran
de66ea09-1d01-4ae2-adf1-f53fb364885e,B25B   099,2018-08-29,cochran
0b4610f8-f5d6-4a8f-928a-87310026de8e,B25B   100,2018-08-29,cochran
cd40d0d2-eb74-4bcc-be35-a97f6c738106,B25B   083,2018-08-29,cochran
0da7c4c3-4d6c-46fd-bed2-0eff08429242,B25B   148,2018-08-29,cochran
313914a0-3a82-4ab1-83a1-b1e4c2ca19c5,B25B   117,2018-08-29,cochran
8c3730ff-0770-4117-be81-47cfdc51b277,B25B   134,2018-08-29,cochran
7fdb5559-5bcc-4c8b-af4d-80b6b6710a45,B25B   140,2018-08-29,cochran
b267ca21-bbf0-4de3-bee2-8e0664bcac76,B25B   147,2018-08-29,cochran
0b9c4f28-d391-4ea3-bbe0-0c75e64336dc,B25B   077,2018-08-29,cochran
f6364872-bd62-41c6-b96f-deef25b876a6,B25B   118,2018-08-29,cochran
6d519f65-1d31-4681-a8ea-fa3724750b23,B25B   084,2018-08-29,cochran
a1dbc60d-4ab5-4de3-b766-c566406cc121,B25B   106,2018-08-29,cochran
011a1c47-d5d9-4652-a239-7ce6ebf18df9,B25B   141,2018-08-29,cochran
c019cec2-059c-4f24-99bc-34bb0ac8928c,B25B   085,2018-08-29,cochran
355699b7-df9e-49e2-bbc5-9001a32a7f00,B25B   119,2018-08-29,cochran
05db0b96-e241-4e7f-9cc3-ad4f0fa93842,B25B   145,2018-08-29,cochran
6632d2ff-d9bb-4ed1-aa8a-61342585ecb4,B25B   146,2018-08-29,cochran
345bdfec-c5d9-4c98-b140-0910bcba656c,B25B   142,2018-08-29,cochran
a53bce5b-3d74-4181-9f14-1c766a0e05f0,B25B   105,2018-08-29,cochran
e738b493-606b-432a-aaa3-b4697cdf6133,B37A   020,2018-08-29,cochran
09fd5b8b-201e-4e3e-9f02-c5ffd1cbd2af,B25B   086,2018-08-29,cochran
cbefdcf3-8a18-43d6-aa0e-bc3beecc24db,B25B   143,2018-08-29,cochran
7b6a2699-57b5-4276-989a-284fea1b3320,B25B   144,2018-08-29,cochran
07d3b371-6dbe-4c25-be62-ee2ef010d22c,B37A   022,2018-08-29,cochran
66239672-ceae-4ca4-ace6-e662ea164f2e,B25B   101,2018-08-29,cochran
ad00a9c4-a32f-4e33-b68c-a3265349008b,B25B   102,2018-08-29,cochran
bedcccca-bbbd-41bd-a284-74c6f5901324,B25B   105,2018-08-29,cochran
42488102-e788-4c3c-a516-95b100242ab7,A16    052,2018-08-30,cochran
2045dbc7-1514-4354-9d72-c274cc3e1de8,A16    034,2018-08-30,cochran
603cfca1-d10d-42bc-95ed-70e4d41e1e8b,A16    202,2018-08-30,cochran
84d1b943-62d5-4f87-9b3f-d5d08b610601,A16    048,2018-08-29,cochran
f443d4da-114a-4c9c-8939-7860829bb325,A15    057,2018-08-30,cochran
a92f81e0-1e08-4bae-8dbf-bb8c68adc48f,A15    056,2018-08-30,cochran
40a0f53b-f0fa-4a72-af29-9b54618108d9,A15    098,2018-08-30,cochran
ec684844-4854-4351-9b84-72192140fe71,A15    093,2018-08-30,cochran
c1b7d5a5-42ab-4a43-95a7-53725ae85e80,A16    053,2018-08-30,cochran
79a50587-cb1e-41cc-85c1-420d7c71b2a6,A16    197,2018-08-30,cochran
abb1f46e-9507-492b-9ee5-4d9bcd859301,A16    200,2018-08-30,cochran
865b22ff-484c-4474-8f34-78257e6ae02f,A16    202,2018-08-30,cochran
f0707171-2d77-4f5d-b603-c510d5b3a1fb,A16    227,2018-08-30,cochran
4e3f3e3c-11e3-4d6e-bbe4-46b0d2cd8715,A10    021,2018-08-30,cochran
e44a026e-faec-4ecd-8d19-262188f139b4,A15    097,2018-08-30,cochran
1676270a-9d5c-45fe-84b4-5c8b3c716bf1,A15    093,2018-08-30,cochran
e979a33e-1606-4e00-a33e-6859c3224106,A15    063,2018-08-30,cochran
7d899809-94e4-489b-b580-a8aaa0684ec4,A16    226,2018-08-30,cochran
a6c42449-cbd2-4396-8481-c9c0ea135412,A16    078,2018-08-30,cochran
260a9967-9dde-4cc7-a2e4-66b7a3074939,A16    205,2018-08-30,cochran
4ea3ac38-d05b-415e-8a6e-e4eedd2fdf51,A19    002,2018-08-30,cochran
9a18db3d-0b80-4d0e-a65d-7a23eb6209d7,A19    004,2018-08-30,cochran
72a64fe7-7e4e-4f5d-b220-db5a74bf7e79,A09    047,2018-08-30,cochran
bba72eee-f093-432e-874c-0f557b29f25d,A13    142,2018-08-30,cochran
ee655fb6-c6bf-4065-98d6-1c233adecfea,A13    141,2018-08-30,cochran
20b38e1e-939c-4d1a-a139-8fd652b21b91,A13    152,2018-08-30,cochran
2934e7ee-b16f-417b-8c65-78c0623a7edb,A19    012,2018-08-30,cochran
6df293cf-b8b9-4c8e-b566-3569a7864329,A19    011,2018-08-30,cochran
ab8622d9-d990-4275-abaf-635f72e4f726,A13    140,2018-08-30,cochran
978fae87-5710-487c-8c0c-7a46b3e4ab7c,A19    013,2018-08-30,cochran
ffa702ec-ab71-466b-888a-859ee718b6d1,A09    043,2018-08-30,cochran
a9b1ca21-f447-4e76-b6d9-919b10fdfb67,A09    041,2018-08-30,cochran
13c63138-e7f4-4b64-9e58-18a840644182,A13    134,2018-08-30,cochran
98c90b51-70f6-4cae-94db-5a6c3f25b9ca,A19    014,2018-08-30,cochran
6761fb35-ce91-4521-8bc3-43cb9050caab,A13    136,2018-08-30,cochran
a9438cf9-f5de-482d-9463-86a24b4744ca,A13    144,2018-08-30,cochran
8262e597-f899-4ffd-a14c-a3a50ff64755,A13    146,2018-08-30,cochran
c14f453c-c2c2-464e-ae66-265c16203d53,A13    135,2018-08-30,cochran
2e7a3bb3-bdf3-4648-aeae-5b7fed6b2ae2,A14    194,2018-08-30,cochran
dd326d23-626e-43ba-a4ce-583cd2487557,A14    219,2018-08-30,cochran
927b7da3-d9a3-47b8-b6c2-2d4aa8ba6ca1,A13    131,2018-08-30,cochran
a3dc3852-6c7b-4596-b288-a4c09262fa65,A14    196,2018-08-30,cochran
df38bde4-59e2-48e7-bfc8-b12ca42ce3c6,A14    220,2018-08-30,cochran
ba1e6368-fb28-47a6-a52c-8eee445a0c3d,A13    148,2018-08-30,cochran
a9f4ae4a-2ee0-4282-8e33-f2764d870cbb,A14    195,2018-08-30,cochran
4fe8e71d-e873-414e-ab05-57b0b2dc3abf,A14    218,2018-08-30,cochran
8d093a0a-7dab-49e1-b430-0b69982144c6,A13    149,2018-08-30,cochran
10272217-77aa-4bd2-91ec-17bc4638c513,A19    018,2018-08-30,cochran
d61e480d-0fc9-4f7f-a96c-f4212a795314,A19    017,2018-08-30,cochran
f0835fe4-b88b-42e9-91cb-fe16af019089,A19    016,2018-08-30,cochran
745518b8-a228-453e-83e1-cece46d8a85c,A19    015,2018-08-30,cochran
22c0b711-2c8d-468a-8d2f-94376d3cb420,A20    001,2018-08-30,cochran
ee05dc22-fc32-4fac-b9ef-51c00f1a5656,A14    193,2018-08-30,cochran
5756b088-0906-494a-a82e-7526ace843c1,A14    217,2018-08-30,cochran
48213733-b7a0-4969-bc2f-f91c4d928631,A13    127,2018-08-30,cochran
918db9db-ee4d-44a8-848d-3f6d774768ab,A13    128,2018-08-30,cochran
c0e5025e-fc99-4605-9af8-31c10ae45894,A13    098,2018-08-30,cochran
9aef8af0-a99d-4bfd-8f50-ca87c9090f81,A14    192,2018-08-30,cochran
ab50930d-fdae-4ff0-a262-1e3d11c40a35,A14    182,2018-08-30,cochran
cad9d4c7-443a-4d62-8e2f-1c4c6eca5324,A14    181,2018-08-30,cochran
c430fc95-a206-47ab-8cc7-1d105fc18c07,A13    099,2018-08-30,cochran
b6c528f0-d8aa-4f14-b368-ecb5af3f60f2,A13    100,2018-08-30,cochran
91dcf8e0-d48f-4c7f-864a-1fa576fe560f,A13    102,2018-08-30,cochran
4cc84df2-ef18-485b-b712-a3ad9a7e3688,A07    007,2018-08-31,cochran
119ea21c-88c2-480e-92ed-8cc8fb82ecef,A13    057,2018-08-31,cochran
ee04a564-c547-400d-bc83-395dea53f54c,A13    058,2018-08-31,cochran
7576fb14-807f-4ad5-9279-059320387664,A07    034,2018-08-31,cochran
