repropkey,realkey,digclass,digstrat,occupancy,yr_built,efyr_built,grade,obsv_cond,no_bedrms,no_rooms,foundation,ext_walls,roofing,roof_shape,floor_cons,b_a_opt,sqb_area,sqb_fin,sqa_area,sqa_fin,db_desc,db_fin,basemtqual,d_attic,atticqual,floor_fin,int_wall,int_ceil,heat,pl_std,pl_xtra,fullbaths,halfbaths,stht_code,heatedarea,pfunc_dep,pec_dep,pcom,phy_dep,phy_ovr,ovr_val,timp_val,ovr_rsn,cdu,ovrdate,adj_points,apprname,rcn,calc_value,exists,sketch,photo,statehsflg,mavorig,mav,house_no,extension,stdirect,street_nam,sttype,unit,quad,mavovr,sb346val,localhsflg,sb346add
887,6992,A,1,1,1963,1978,0.90,3,0,0,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,4,8,4,1,2,1,1,0,1242,1.00,1.00,1.00,0.58,0.00,0,43210,,1.00,18991230,745.00,"CLEGG BAZEMORE, AVTACS",74500,43210,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
888,1393,R,1,1,1978,1980,0.85,3,0,5,1,15,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1344,1.00,1.00,1.00,0.62,0.00,0,50096,,1.00,18991230,808.00,"CLEGG BAZEMORE, AVTACS",80800,50096,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
889,1395,R,1,1,1973,1982,1.05,3,0,7,1,1,1,2,1,2,1024,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,2218,1.00,1.00,1.00,0.66,0.00,0,114048,,1.00,18991230,1728.00,"MARC BOHN, AVTACS",172800,114048,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
890,1396,R,1,1,1965,1976,0.90,3,0,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1292,1.00,1.00,1.00,0.55,0.00,0,40755,,1.00,18991230,741.00,"MARC BOHN, AVTACS",74100,40755,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
892,1399,R,1,1,1900,1965,0.95,3,3,7,1,10,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,4,2,8,7,1,0,1,0,0,1680,0.90,1.00,1.00,0.35,0.00,0,31311,,1.00,18991230,994.00,"MARC BOHN, AVTACS",99400,31311,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
893,1401,R,1,1,1965,1979,0.90,3,0,3,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1022,1.00,1.00,1.00,0.60,0.00,0,37200,,1.00,18991230,620.00,CHRIS KIGHT - AVTACS,62000,37200,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
894,1403,R,1,1,1974,1979,0.90,3,2,4,1,10,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,0,1008,1.00,1.00,1.00,0.60,0.00,0,42600,,1.00,18991230,710.00,"MARC BOHN, AVTACS",71000,42600,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
896,2322,R,1,1,1976,1982,0.95,3,0,6,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1680,1.00,1.00,1.00,0.66,0.00,0,74778,,1.00,18991230,1133.00,"MARC BOHN, AVTACS",113300,74778,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
898,1408,R,1,1,1965,1978,0.90,3,0,6,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,0,1256,1.00,1.00,1.00,0.58,0.00,0,46980,,1.00,18991230,810.00,"MARC BOHN, AVTACS",81000,46980,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
901,1419,R,1,1,1971,1980,0.90,3,0,8,1,1,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1511,1.00,1.00,1.00,0.62,0.00,0,64356,,1.00,18991230,1038.00,"DEBBIE GRIGGERS, AVTACS",103800,64356,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
902,1421,R,1,1,1964,1972,0.95,3,0,6,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1170,1.00,1.00,1.00,0.47,0.00,0,36519,,1.00,18991230,777.00,"CLEGG BAZEMORE, AVTACS",77700,36519,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
903,1422,R,1,1,1950,1973,1.00,3,0,9,1,15,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,3,4,98,1,1,0,1,0,1,1820,1.00,1.00,1.00,0.49,0.00,0,59927,,1.00,18991230,1223.00,"CLEGG BAZEMORE, AVTACS",122300,59927,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
905,1424,R,1,1,1910,1968,0.90,3,0,4,2,10,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,3,1,8,7,1,0,1,0,1,1318,0.90,1.00,1.00,0.40,0.00,0,30492,,1.00,18991230,847.00,"CLEGG BAZEMORE, AVTACS",84700,30492,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
906,1425,A,1,1,1900,1900,1.10,1,0,5,2,2,6,3,1,1,0,0.00,0,0.00,1,1,3,1,3,1,6,5,7,1,0,1,0,1,1568,0.90,1.00,1.00,0.10,0.00,0,9900,,1.00,18991230,1100.00,"MARC BOHN, AVTACS",110000,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
908,1428,R,1,1,1971,1982,1.00,3,0,5,1,1,10,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,1528,1.00,1.00,1.00,0.66,0.00,0,77220,,1.00,18991230,1170.00,"MARC BOHN, AVTACS",117000,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
909,1429,R,1,1,1992,1992,1.15,3,3,6,2,15,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,2034,1.00,1.00,1.00,0.80,0.00,0,137520,,1.00,18991230,1719.00,"MARC BOHN, AVTACS",171900,137520,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
910,1430,R,1,1,1965,1975,1.00,3,0,9,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,0,1717,1.00,1.00,1.00,0.53,0.00,0,68105,,1.00,18991230,1285.00,"MARC BOHN, AVTACS",128500,68105,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
913,1437,R,1,1,1967,1985,1.05,3,0,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1778,1.00,1.00,1.00,0.71,0.00,0,88821,,1.00,18991230,1251.00,"CLEGG BAZEMORE, AVTACS",125100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
914,1438,R,1,1,1986,1988,1.00,3,0,6,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1440,1.00,1.00,1.00,0.76,0.00,0,88692,,1.00,18991230,1167.00,"MARC BOHN, AVTACS",116700,88692,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
915,1439,R,1,1,1950,1978,0.90,3,2,4,3,1,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,10,1,8,1,1,0,1,0,1,1144,1.00,1.00,1.00,0.58,0.00,0,42746,,1.00,18991230,737.00,"CLEGG BAZEMORE, AVTACS",73700,42746,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
917,1442,R,1,4,0,0,0.00,0,3,5,0,0,0,0,0,0,0,0.00,0,0.00,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,9169,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,11088,0,0,0,0,0,0,0,,,,,,,0,0,0,0
918,1446,R,1,1,1957,1962,0.60,2,1,6,2,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,780,1.00,1.00,1.00,0.18,0.00,0,5256,,1.00,18991230,292.00,"MARC BOHN, AVTACS",29200,5256,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
919,1449,R,1,1,1965,1983,0.95,3,0,5,1,1,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,4,8,1,1,0,1,0,0,1299,1.00,1.00,1.00,0.67,0.00,0,60099,,1.00,18991230,897.00,"CLEGG BAZEMORE, AVTACS",89700,60099,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
920,1450,R,1,1,1920,1975,0.80,3,0,5,1,7,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1204,0.90,1.00,1.00,0.45,0.00,0,30335,,1.00,18991230,749.00,CHRIS KIGHT - AVTACS,74900,30335,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
921,1451,R,1,1,1979,1984,0.90,3,0,4,1,18,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1297,1.00,1.00,1.00,0.69,0.00,0,52647,,1.00,18991230,763.00,"CLEGG BAZEMORE, AVTACS",76300,52647,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
922,1457,R,1,1,1985,1988,0.80,3,0,4,3,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,960,1.00,1.00,1.00,0.71,0.00,0,45582,,1.00,18991230,642.00,"MARC BOHN, AVTACS",64200,45582,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
923,1458,E,2,1,1967,1976,0.90,3,0,5,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1040,1.00,1.00,1.00,0.55,0.00,0,36740,,1.00,18991230,668.00,"MARC BOHN, AVTACS",66800,36740,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
924,1462,R,1,1,1975,1980,1.05,3,0,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,1200,1.00,1.00,1.00,0.62,0.00,0,62310,,1.00,18991230,1005.00,"MARC BOHN, AVTACS",100500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
926,1471,R,1,1,1965,1980,0.95,3,3,6,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1215,1.00,1.00,1.00,0.62,0.00,0,59272,,1.00,18991230,956.00,"CLEGG BAZEMORE, AVTACS",95600,59272,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
928,1473,R,1,1,1967,1979,1.15,3,0,7,1,1,1,3,1,1,0,0.00,0,0.00,3,2,3,1,3,2,1,8,1,1,3,2,0,1,2012,1.00,1.00,1.00,0.60,0.00,0,91920,,1.00,18991230,1532.00,"CLEGG BAZEMORE, AVTACS",153200,91920,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
930,1475,R,1,1,1974,1979,1.15,3,0,8,1,2,3,2,1,2,0,0.00,420,0.00,1,1,0,1,3,5,1,8,1,1,3,2,0,2,2520,1.00,1.00,1.00,0.60,0.00,0,109680,,1.00,18991230,1828.00,"MARC BOHN, AVTACS",182800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
931,1476,R,1,1,1975,1980,1.05,3,0,7,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1557,1.00,1.00,1.00,0.62,0.00,0,64046,,1.00,18991230,1033.00,"MARC BOHN, AVTACS",103300,64046,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
932,1479,R,1,1,1975,1985,0.95,3,1,0,1,1,1,3,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,1,1384,0.85,1.00,1.00,0.71,0.00,0,56246,,1.00,18991230,932.00,"MARC BOHN, AVTACS",93200,56246,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
933,1482,R,1,1,1961,1982,0.70,3,0,5,1,7,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1075,1.00,1.00,1.00,0.59,0.00,0,29854,,1.00,18991230,506.00,"CLEGG BAZEMORE, AVTACS",50600,29854,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
935,6403,R,1,1,1930,1962,0.95,2,2,4,2,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1401,0.90,1.00,1.00,0.23,0.00,0,16539,,1.00,18991230,799.00,"MARC BOHN, AVTACS",79900,16539,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
938,1492,R,1,4,2007,2007,0.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,7698,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,8047,0,0,0,0,0,0,0,,,,,,,0,0,0,0
939,1494,R,1,1,1962,1974,1.10,3,0,9,1,1,1,2,1,2,1680,0.50,0,0.00,2,4,3,1,0,2,4,8,1,1,6,3,0,0,2080,1.00,1.00,1.00,0.51,0.00,0,106131,,1.00,18991230,2081.00,"CLEGG BAZEMORE, AVTACS",208100,106131,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
940,1495,R,1,1,1968,1980,1.10,3,0,7,1,1,1,3,1,2,522,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1969,1.00,1.00,1.00,0.62,0.00,0,96162,,1.00,18991230,1551.00,"MARC BOHN, AVTACS",155100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
941,1498,R,1,1,1983,1985,1.00,3,0,7,1,15,3,2,1,2,1496,0.50,0,0.00,4,3,3,1,3,2,1,8,1,1,6,3,0,0,1496,1.00,1.00,1.00,0.71,0.00,0,107991,,1.00,18991230,1521.00,"CLEGG BAZEMORE, AVTACS",152100,107991,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
943,1504,R,1,1,1960,1976,1.05,3,0,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2574,1.00,1.00,1.00,0.55,0.00,0,87285,,1.00,18991230,1587.00,"CLEGG BAZEMORE, AVTACS",158700,87285,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
944,1505,R,1,1,1976,1980,1.00,3,0,0,1,10,1,3,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1080,1.00,1.00,1.00,0.62,0.00,0,46190,,1.00,18991230,745.00,"MARC BOHN, AVTACS",74500,46190,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
948,1510,R,1,1,1963,1978,1.05,3,0,5,1,1,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1508,1.00,1.00,1.00,0.58,0.00,0,69136,,1.00,18991230,1192.00,"CLEGG BAZEMORE, AVTACS",119200,69136,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
949,1511,R,1,1,1974,1987,0.90,3,3,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1612,1.00,1.00,1.00,0.74,0.00,0,80438,,1.00,18991230,1087.00,LEE ANNE BEARD,108700,80438,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
950,1515,R,1,1,1984,1990,0.85,3,0,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1200,1.00,1.00,1.00,0.78,0.00,0,62790,,1.00,18991230,805.00,CHRIS KIGHT - AVTACS,80500,62790,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
951,1516,R,1,1,1991,1991,1.10,3,3,5,1,10,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1601,1.00,1.00,1.00,0.79,0.00,0,103885,,1.00,18991230,1315.00,CHRIS KIGHT - AVTACS,131500,103885,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
952,1517,A,1,1,1970,1980,0.80,3,0,4,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1008,1.00,1.00,1.00,0.54,0.00,0,33642,,1.00,18991230,623.00,LISA HODGES,62300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
953,1518,R,1,1,1968,1976,1.00,3,0,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1347,1.00,1.00,1.00,0.55,0.00,0,49445,,1.00,18991230,899.00,"MARC BOHN, AVTACS",89900,49445,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
954,1519,R,1,1,1983,1987,1.05,3,0,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1912,1.00,1.00,1.00,0.74,0.00,0,104414,,1.00,18991230,1411.00,"CLEGG BAZEMORE, AVTACS",141100,104414,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
955,1520,R,1,1,1992,1992,1.05,3,2,5,1,10,1,2,1,1,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1432,1.00,1.00,1.00,0.80,0.00,0,101280,,1.00,18991230,1266.00,"MARC BOHN, AVTACS",126600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
957,1522,R,1,1,1950,1967,0.80,3,2,4,1,8,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,1,886,1.00,1.00,1.00,0.31,0.00,0,16864,,1.00,18991230,544.00,"MARC BOHN, AVTACS",54400,16864,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
958,1524,R,1,1,1981,1987,1.10,3,0,7,1,1,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,6,3,0,1,3535,1.00,1.00,1.00,0.74,0.00,0,182632,,1.00,18991230,2468.00,"MARC BOHN, AVTACS",246800,182632,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
960,1529,R,1,1,1960,1978,1.05,3,0,6,1,1,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1680,1.00,1.00,1.00,0.58,0.00,0,74066,,1.00,18991230,1277.00,"MARC BOHN, AVTACS",127700,74066,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
964,1534,R,1,1,1963,1978,1.00,3,0,4,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1323,1.00,1.00,1.00,0.58,0.00,0,58348,,1.00,18991230,1006.00,"CLEGG BAZEMORE, AVTACS",100600,58348,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
965,1537,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,12453,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,13148,0,0,0,0,0,0,0,,,,,,,0,0,0,0
966,1540,R,1,1,1959,1959,0.80,1,3,5,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1517,0.70,1.00,1.00,0.11,0.00,0,5891,,1.00,18991230,765.00,"CLEGG BAZEMORE, AVTACS",76500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
967,1541,A,1,1,1969,1980,1.00,3,0,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1169,1.00,1.00,1.00,0.62,0.00,0,53568,,1.00,18991230,864.00,"MARC BOHN, AVTACS",86400,53568,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
968,1542,R,1,1,1990,1987,0.95,3,0,5,1,8,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,0,2160,1.00,1.00,1.00,0.74,0.00,0,93906,,1.00,18991230,1269.00,"MARC BOHN, AVTACS",126900,93906,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
969,1543,R,1,1,1987,1990,1.10,3,0,9,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,1550,1.00,1.00,1.00,0.78,0.00,0,100464,,1.00,18991230,1288.00,"MARC BOHN, AVTACS",128800,100464,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
971,1546,R,1,1,1971,1984,1.20,3,4,8,1,1,3,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,6,3,0,1,2256,1.00,1.00,1.00,0.69,0.00,0,130617,,1.00,18991230,1893.00,"CLEGG BAZEMORE, AVTACS",189300,130617,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
974,1551,R,1,4,1989,1989,1.00,3,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,3,0,3,0,0,0,0,0,0,0,0,1,1056,1.00,1.00,1.00,0.00,0.00,0,11210,,1.00,18991230,0.00,CHRIS KIGHT - AVTACS,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
975,1552,R,1,1,1988,1989,1.00,3,0,5,1,1,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1598,1.00,1.00,1.00,0.77,0.00,0,81466,,1.00,18991230,1058.00,"CLEGG BAZEMORE, AVTACS",105800,81466,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
976,1553,R,1,1,1977,1987,0.85,3,3,5,3,2,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1071,1.00,1.00,1.00,0.74,0.00,0,44770,,1.00,18991230,605.00,"MARC BOHN, AVTACS",60500,44770,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
978,1555,R,1,1,1960,1975,0.80,3,0,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,936,1.00,1.00,1.00,0.45,0.00,0,23175,,1.00,18991230,515.00,"CLEGG BAZEMORE, AVTACS",51500,23175,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
979,1556,A,1,1,1870,1960,0.95,2,0,4,1,15,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1302,0.50,1.00,1.00,0.21,0.00,0,8432,,1.00,18991230,803.00,"CLEGG BAZEMORE, AVTACS",80300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
980,1559,R,1,1,1940,1960,0.90,3,2,5,2,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,1,8,7,1,0,1,0,0,959,1.00,1.00,1.00,0.28,0.00,0,15792,,1.00,18991230,564.00,"MARC BOHN, AVTACS",56400,15792,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
982,1566,R,1,1,1960,1975,0.95,3,0,8,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1377,1.00,1.00,1.00,0.53,0.00,0,50403,,1.00,18991230,951.00,"MARC BOHN, AVTACS",95100,50403,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
983,1568,R,1,1,1965,1978,1.05,3,3,5,1,1,1,3,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,3,2,0,1,1922,1.00,1.00,1.00,0.58,0.00,0,85608,,1.00,18991230,1476.00,"MARC BOHN, AVTACS",147600,85608,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
984,1570,R,1,1,1953,1971,0.95,3,0,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1281,1.00,1.00,1.00,0.45,0.00,0,41490,,1.00,18991230,922.00,"MARC BOHN, AVTACS",92200,41490,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
986,1572,R,1,1,1981,1984,0.90,3,0,5,3,1,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1234,1.00,1.00,1.00,0.69,0.00,0,50370,,1.00,18991230,730.00,"MARC BOHN, AVTACS",73000,50370,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
987,1576,R,1,1,1960,1963,0.65,3,0,4,2,15,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,11,1,8,7,1,0,1,0,1,820,1.00,1.00,1.00,0.25,0.00,0,8600,,1.00,18991230,344.00,"CLEGG BAZEMORE, AVTACS",34400,8600,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
988,1577,R,1,1,1988,1989,0.90,3,0,4,1,16,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,3,1452,1.00,1.00,1.00,0.77,0.00,0,68299,,1.00,18991230,887.00,CHRIS KIGHT - AVTACS,88700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
989,1578,R,1,1,1971,1980,1.05,3,0,8,1,1,3,2,1,2,675,1.00,0,0.00,1,1,3,1,3,2,1,8,1,1,6,3,0,7,3174,1.00,1.00,1.00,0.62,0.00,0,130324,,1.00,18991230,2102.00,"CLEGG BAZEMORE, AVTACS",210200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
990,1581,R,1,1,1968,1980,1.05,3,0,8,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,1585,1.00,1.00,1.00,0.62,0.00,0,76260,,1.00,18991230,1230.00,"MARC BOHN, AVTACS",123000,76260,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
993,1586,R,1,1,1983,1987,1.05,3,0,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1218,1.00,1.00,1.00,0.74,0.00,0,75554,,1.00,18991230,1021.00,"MARC BOHN, AVTACS",102100,75554,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
997,1597,A,1,1,1915,1950,0.80,3,0,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1064,0.80,1.00,1.00,0.20,0.00,0,8512,,1.00,18991230,532.00,"DEBBIE GRIGGERS, AVTACS",53200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
998,1599,R,1,1,1960,1978,1.00,3,0,5,1,1,1,3,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,1,1127,1.00,1.00,1.00,0.58,0.00,0,47212,,1.00,18991230,814.00,CHRIS KIGHT - AVTACS,81400,47212,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
999,1601,R,1,1,1970,1984,1.30,3,0,10,1,1,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,2593,1.00,1.00,1.00,0.69,0.00,0,148971,,1.00,18991230,2159.00,"MARC BOHN, AVTACS",215900,148971,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
1000,1602,R,1,1,1975,1983,1.05,3,0,7,1,1,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1613,1.00,1.00,1.00,0.67,0.00,0,86564,,1.00,18991230,1292.00,"MARC BOHN, AVTACS",129200,86564,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
